"","","","","","","Var1","Var2","Var3","train_QQ_Y"
"1",0.830286624031141,0.0465297096467111,0.658524182195542,0.0796680686005857,0.913992247878341,1,1,1,16.1500858447398
"2",0.438728439613478,0.801441452477593,0.838322169492021,0.825911805474898,0.476501755515346,1,1,1,29.0440386705799
"3",0.781247869362123,0.252517003120156,0.762764665170107,0.641594841219485,0.58496740915929,1,1,1,24.3812437887187
"4",0.642472719735233,0.537794652400771,0.272357366102515,0.219144930172479,0.0956682234012987,1,1,1,16.71769668411
"5",0.0933058911107946,0.500026023725513,0.8731886704301,0.781730583425378,0.80281433288008,1,1,1,22.4825116869179
"6",0.216636948401574,0.997122757574543,0.533312747312011,0.0471245095622726,0.77777843355434,1,1,1,17.941969628504
"7",0.910268513950286,0.54441794442595,0.146613845314132,0.966445300907362,0.0856730225577485,1,1,1,25.6774560459773
"8",0.337890053309966,0.749883925430477,0.202106651511276,0.241219759614905,0.660558662370313,1,1,1,15.3110038986662
"9",0.84869313058327,0.891215059006354,0.769957131979754,0.89017446697806,0.877216600844404,1,1,1,34.0003978854744
"10",0.560556080660317,0.304798418352148,0.903697034784127,0.318712304874789,0.834791277482873,1,1,1,20.8776383867138
"11",0.527075117852073,0.912761167566059,0.0372822097421158,0.621694978039013,0.700259507797891,1,1,1,20.9881347319926
"12",0.519769683327759,0.469174186557066,0.232995089469478,0.410316955529852,0.461317702991655,1,1,1,16.3225591488415
"13",0.0410822875797749,0.903796642400557,0.0782758691860363,0.0377763922873419,0.400995375221828,1,1,1,10.6093119145371
"14",0.39237563191331,0.514539255908458,0.713442808117252,0.199633819559822,0.173350921588717,1,1,1,18.1999151549884
"15",0.240827464832691,0.920355861245189,0.689320628782734,0.447096238781232,0.270683805348817,1,1,1,22.9760019364185
"16",0.737254521781579,0.672768704675836,0.700977782037808,0.953034445197554,0.445258456136798,1,1,1,30.6403545369278
"17",0.9227744301653,0.268621991311666,0.776930660353974,0.50358519750298,0.813911701063626,1,1,1,24.7191227933392
"18",0.327880333636422,0.000162493990501389,0.356649107949343,0.0711020748398732,0.512416887460276,1,1,1,7.55794010416139
"19",0.397655727572273,0.751344384978292,0.603589179043192,0.454711005695863,0.394667390306713,1,1,1,22.0730029728962
"20",0.0865797280415427,0.740054946790915,0.278864393351832,0.710882085666526,0.936108973342925,1,1,1,18.1638115385082
"21",0.991515812072903,0.347358042083215,0.255492767097894,0.65680962084909,0.444574524946511,1,1,1,22.511762421031
"22",0.678510814039037,0.298317630789243,0.248820729089202,0.0522015543002635,0.888868708095979,1,1,1,12.7785072821775
"23",0.213718920277897,0.212859081035713,0.330803608027054,0.597623513840372,0.0781317314482294,1,1,1,13.5500512318104
"24",0.961637493887683,0.622290597198298,0.881763362254715,0.608416569553083,0.482732096348191,1,1,1,30.7410802289378
"25",0.0523760955536272,0.363462395577226,0.613963880374795,0.441738007066306,0.816704198631924,1,1,1,14.7154037857195
"26",0.69745611840277,0.0643257350928616,0.404203253478045,0.971262744362466,0.506821479627397,1,1,1,21.3724785133614
"27",0.633604640535777,0.835954477413325,0.089720988960471,0.284654867438367,0.841042257774388,1,1,1,18.4393497434794
"28",0.191432477218332,0.572558711644961,0.914440255623777,0.225865482313093,0.0320086872158572,1,1,1,19.0429692680016
"29",0.870955125100445,0.125033358518267,0.0617587471904699,0.463822916329373,0.0247910410433542,1,1,1,15.2157014713855
"30",0.829987256395398,0.523485250106314,0.887768893514294,0.309901960204588,0.43376111219055,1,1,1,25.5114336022059
"31",0.501073700282723,0.291466717368457,0.72628058502567,0.717622813972412,0.950292745858897,1,1,1,22.3644381664926
"32",0.614998774587875,0.855542755777715,0.982325962425675,0.548787978098262,0.688451395781012,1,1,1,30.0165547088953
"33",0.452514800752979,0.222208356055198,0.0131433592922986,0.759473099653842,0.289075663330732,1,1,1,14.4733961575432
"34",0.98922286797897,0.280318441001,0.538773911726894,0.314574960538885,0.713226266596466,1,1,1,21.2289018124575
"35",0.126662622105796,0.641785713828867,0.64181457250379,0.543642686590319,0.465559510403546,1,1,1,19.5390559502877
"36",0.509135819392977,0.235963388272794,0.995147475668928,0.0148043521225918,0.960731144066667,1,1,1,17.5505103545729
"37",0.0137854696775321,0.479832934925798,0.653148885861738,0.905278096572729,0.635208975628484,1,1,1,20.520453870378
"38",0.0256333059095778,0.257699734052876,0.670424154193606,0.426280048977351,0.312577579534845,1,1,1,13.8003724313341
"39",0.200913048597286,0.277295313178329,0.130948300205637,0.343146018057596,0.322562992017483,1,1,1,9.52302680038847
"40",0.253110686314758,0.593305065726163,0.362940914606443,0.38157953799353,0.080084601782728,1,1,1,15.9093620464089
"41",0.814670669747284,0.848353149915347,0.352649586581392,0.737456538293045,0.933148102754494,1,1,1,27.5312994453707
"42",0.107947168034734,0.691188704970991,0.0948994115425739,0.575521858840948,0.236321374720428,1,1,1,14.6955714338925
"43",0.270406666767085,0.353095510840649,0.195528099215589,0.583337983129313,0.493105793365976,1,1,1,14.0236825995264
"44",0.484258583512856,0.868035286662634,0.732592271050671,0.190171817441005,0.138091077608988,1,1,1,22.7505795866717
"45",0.635535246949876,0.8093678567186,0.097297304464737,0.364643714230042,0.227715581790544,1,1,1,19.0684412236325
"46",0.195129011601675,0.022348087199498,0.389658389372053,0.778757552334573,0.519289274099283,1,1,1,13.858930405078
"47",0.357177240642486,0.701247389165219,0.374009208210045,0.0927065882540774,0.646971114773769,1,1,1,15.2514042627183
"48",0.28475795576931,0.116258431626484,0.47822219661437,0.914016112540849,0.357814979694085,1,1,1,17.9325469655101
"49",0.792808743674541,0.441522332910681,0.192092775774654,0.840595885656076,0.456691634886665,1,1,1,22.6701973801595
"50",0.062952957265079,0.445263674773742,0.0815798481774982,0.390273417813005,0.380019678398967,1,1,1,9.80069898029324
"51",0.762645822581835,0.667661410277942,0.0567601363535505,0.00943623781320639,0.697905058152974,1,1,1,14.9650360702653
"52",0.492042043069378,0.123064585347893,0.488997881835094,0.696193297429709,0.726494658919983,1,1,1,18.0029780768207
"53",0.664043933440698,0.134491772952024,0.944091249670601,0.245302588501945,0.340910552301211,1,1,1,19.8792954456527
"54",0.534352683599573,0.375693132235901,0.665834206364816,0.980111345563782,0.113036459152354,1,1,1,25.5599136776407
"55",0.817985676203389,0.454064914095215,0.0285906616167631,0.131179916218389,0.561097004313488,1,1,1,14.3182116813376
"56",0.0722969252709299,0.197115812508855,0.620226690658601,0.436010845160345,0.944713828031672,1,1,1,13.2565027359873
"57",0.331756036593579,0.344201814503176,0.547223240970634,0.379825665210374,0.692543359933188,1,1,1,16.0300675727776
"58",0.409158331536455,0.936901009880239,0.80232773326803,0.551487241343129,0.333231188470963,1,1,1,26.9987431602785
"59",0.837266235898715,0.179271770069608,0.736126431733137,0.330058858388802,0.241572013526456,1,1,1,20.8272329609026
"60",0.386242333253613,0.388300394944381,0.502620550002903,0.702992086618906,0.421836085509276,1,1,1,19.801553648198
"61",0.85198738126317,0.399295526549686,0.420614100958919,0.136324445577338,0.658919646841241,1,1,1,18.0822145434911
"62",0.606745349930134,0.826898773830617,0.280203449784312,0.936247131726704,0.970261099428171,1,1,1,26.5009470527177
"63",0.497965366056887,0.0756379730266053,0.963822888851864,0.259934406210668,0.234785593830748,1,1,1,17.9736063414603
"64",0.43209871975705,0.546070178049849,0.215482189153554,0.155879207201069,0.200824491190724,1,1,1,13.4953029416152
"65",0.718256125104381,0.975740589578636,0.90706126740668,0.0970683322381228,0.717413340720814,1,1,1,26.9812631432782
"66",0.234426363543607,0.328328687454341,0.484581603123806,0.28764598174952,0.290712454430759,1,1,1,13.3498263587127
"67",0.822961093832273,0.49153090190026,0.433316104593687,0.638938363974448,0.670159048582427,1,1,1,23.8674646430067
"68",0.947493782773381,0.575310932142893,0.418720296719111,0.949895504264859,0.147187406631419,1,1,1,28.9142051590025
"69",0.726340901941294,0.233682131185196,0.899218745144317,0.112606509156758,0.117035095526371,1,1,1,19.7184828742757
"70",0.12018932993873,0.0936860475037247,0.818646765202284,0.0317272749554832,0.108341879580403,1,1,1,10.6424941760022
"71",0.796451264219359,0.780591301745735,0.664075123039074,0.185958531897049,0.917626260957913,1,1,1,24.2707622090122
"72",0.767748056622222,0.928777312831953,0.462380271564471,0.649190897562075,0.523017218186287,1,1,1,28.0809653858072
"73",0.275090576829389,0.944952364023775,0.411476248881081,0.0264407192950603,0.417385920886882,1,1,1,16.579599090293
"74",0.53610007979325,0.393375670590904,0.0151698105910327,0.0656867092417087,0.254280646918342,1,1,1,10.103322702169
"75",0.302786645391025,0.157017479602946,0.405283900542418,0.902288814112544,0.0580348607175983,1,1,1,17.6737683964893
"76",0.936949347523041,0.163885519537143,0.144343312632991,0.994487299268367,0.500299922100967,1,1,1,22.3966547896154
"77",0.0329168196290266,0.433664279148215,0.637581029498251,0.763344148315955,0.351902273403248,1,1,1,18.6750627659145
"78",0.261293425161857,0.0833785755664576,0.0236030870501418,0.300174930365756,0.368067730389303,1,1,1,6.68450018144213
"79",0.0160955451335758,0.899406382285524,0.994138127706246,0.72659640123602,0.857768710338278,1,1,1,26.3623645636137
"80",0.968703943561995,0.887644476075657,0.328382082192693,0.212656588135287,0.781837342871586,1,1,1,23.9738708996563
"81",0.602756245947676,0.00692649465054274,0.340079577176366,0.320420792353107,0.192927490749862,1,1,1,12.7018311012769
"82",0.909059418360703,0.338001326529775,0.163876049329992,0.572459534431109,0.364588682255708,1,1,1,19.8339632865158
"83",0.981175591173815,0.485547269558301,0.179666392412037,0.796630993688013,0.591762912701815,1,1,1,24.4302024683217
"84",0.917203308471944,0.954931855668547,0.649379566931166,0.1708618169697,0.470628329622559,1,1,1,26.9237654804136
"85",0.420561441724421,0.414913974822266,0.690073092575185,0.347331108188955,0.755216022663517,1,1,1,18.7287961731083
"86",0.776619752824772,0.151280403445708,0.490950644309632,0.823407755607041,0.140706283373293,1,1,1,22.4225855618715
"87",0.170743809209671,0.499559038120788,0.989349974897923,0.562140621965518,0.255456141093746,1,1,1,22.217934441939
"88",0.206002476372523,0.0264523931185249,0.167487377711805,0.141385521002812,0.000159350243629888,1,1,1,5.41327768205665
"89",0.427316174830776,0.202409463971853,0.209401516135549,0.771456856777659,0.53034316631034,1,1,1,16.1058401171584
"90",0.474059725587722,0.833811515416019,0.724895451001357,0.166991610102123,0.0944293260469567,1,1,1,21.9975830210722
"91",0.869323524329811,0.215682636053534,0.865198401988018,0.205838052837644,0.909453778634779,1,1,1,21.5604261520901
"92",0.925669679215644,0.42449540334288,0.117390426562633,0.151756242978154,0.652440199758857,1,1,1,16.1931175209931
"93",0.753006861136528,0.184524081751006,0.291919193805661,0.396664674709318,0.764968397207558,1,1,1,16.2611481140251
"94",0.955026258372236,0.755021203247597,0.446472190545173,0.625610898737796,0.281378143180627,1,1,1,27.821305509028
"95",0.756314629478147,0.635116483193124,0.368706234992715,0.252870686841197,0.2203288070485,1,1,1,20.1300803450518
"96",0.573311026011361,0.0650944371591322,0.683468125556828,0.351021594818449,0.547704025809653,1,1,1,16.7289518354577
"97",0.722442489457317,0.17002025234513,0.583784345899476,0.996676447095815,0.164156374180457,1,1,1,24.7292353479774
"98",0.565375457057962,0.797761441079201,0.220503850957612,0.522291466423776,0.103048332033213,1,1,1,21.0593221551855
"99",0.163964105475461,0.56552727501723,0.456212873181794,0.673588287911844,0.0362540195847396,1,1,1,18.5929254158633
"100",0.169648985064123,0.698498478792608,0.383997806538828,0.532581900387304,0.125076462685829,1,1,1,17.8472717078286
"101",0.690096102070529,0.583348641657503,0.137304597834591,0.769853281362448,0.377077859822893,1,1,1,21.8060262292507
"102",0.144680137250107,0.68975059915334,0.254343708723318,0.835353833349654,0.739233389203437,1,1,1,19.2412827847642
"103",0.067773453979753,0.772118102631066,0.555435729083838,0.434604262540815,0.983516128503252,1,1,1,18.2993154823547
"104",0.510221227032598,0.737960069556721,0.929302068307297,0.559427568298997,0.898571898293449,1,1,1,27.3691093319561
"105",0.320815117649036,0.683000178296352,0.973550025095465,0.489288897615625,0.303008260832867,1,1,1,24.6665421865648
"106",0.862778738269117,0.138615148735698,0.756928262016736,0.299735936132492,0.790936217153212,1,1,1,20.5805808515404
"107",0.882617847839138,0.765903490838828,0.979408267985564,0.847373905683635,0.154115471087862,1,1,1,34.7530351234716
"108",0.595960602288833,0.677928667361848,0.587423529688967,0.274653863413259,0.489152716344688,1,1,1,21.3596666275291
"109",0.468434386507142,0.227154207848944,0.22973212469602,0.38915428508888,0.839287667344324,1,1,1,13.1447500414099
"110",0.229679659507237,0.557369628162123,0.56852341194055,0.979325093197403,0.167149082311662,1,1,1,23.3489779280731
"111",0.809603873756714,0.458882669582963,0.69836552029592,0.722509024281753,0.276527477959171,1,1,1,26.8936108791735
"112",0.298663354060845,0.841752092880197,0.0441015167173464,0.964009012948954,0.745551365324063,1,1,1,21.4852597660734
"113",0.371373700149124,0.320695371298352,0.855828431145055,0.81666870827903,0.999687578005251,1,1,1,23.6456621087156
"114",0.576381018862594,0.763757432817947,0.780596739681205,0.401263728218619,0.0418190540175419,1,1,1,25.2199891958036
"115",0.934758814475499,0.0981064036535099,0.104014673066558,0.0591585078148637,0.644092779255006,1,1,1,11.9603839901043
"116",0.285499244205421,0.619636546075344,0.772993996655568,0.668802223294042,0.860848060607677,1,1,1,23.4693201023038
"117",0.943602689198451,0.141649941949872,0.524877827571472,0.472568144586403,0.198124894197099,1,1,1,20.826986033062
"118",0.375498875186313,0.057231335764518,0.316373444043566,0.929481933399802,0.389493685292546,1,1,1,16.785855883942
"119",0.0387936935201287,0.607483595686499,0.751711152486969,0.705530821406283,0.0468930295144673,1,1,1,21.0351926309988
"120",0.740496430783533,0.263011471836362,0.185843963719672,0.336992248797324,0.189950901791453,1,1,1,15.2634411513689
"121",0.314993426311994,0.193878157531144,0.393592283672187,0.677833022488048,0.706186088868417,1,1,1,15.8029689000337
"122",0.362672780983848,0.332866194493836,0.158040407840163,0.681279405996902,0.668213822346879,1,1,1,15.3485878931475
"123",0.616307305224473,0.249934854820604,0.0499022804270498,0.236840046608122,0.327713729918469,1,1,1,11.5298448708025
"124",0.00323520735488273,0.527514724341454,0.00515299708698876,0.934431730327196,0.436197473766515,1,1,1,14.7033465911052
"125",0.558510630761739,0.775474783440586,0.853399261492304,0.355230431973468,0.120519461107906,1,1,1,25.426151076681
"126",0.115046416176483,0.792088226152118,0.472594933726359,0.200496646363754,0.450710309562273,1,1,1,15.8022622241871
"127",0.653299262757646,0.871563315386884,0.00436726497486234,0.0427307363541331,0.977166461463785,1,1,1,15.7196057947353
"128",0.843868362127105,0.994025617607404,0.677158372367267,0.499460111978697,0.631528900417034,1,1,1,30.1451246408047
"129",0.442803286080016,0.930136272368254,0.428871236074483,0.458225420477102,0.799459989441093,1,1,1,22.6003621499985
"130",0.997098805261776,0.408827909169486,0.79423795828945,0.539470357057871,0.411186074648285,1,1,1,27.3963502977858
"131",0.879521219530143,0.0724933171679732,0.744327772838296,0.915561610546429,0.132287240434671,1,1,1,26.1190392008284
"132",0.594896206610138,0.564118810211075,0.748485546152806,0.494612955689663,0.181521396819735,1,1,1,24.0211351866368
"133",0.237033063560957,0.426984877648065,0.497455576140201,0.22358584149275,0.614858291040873,1,1,1,13.8505935884197
"134",0.457942735493416,0.0135397500218824,0.78600944195292,0.592173614654457,0.926585451549618,1,1,1,18.4966554212267
"135",0.367188258832321,0.041685695349006,0.453264966738643,0.857473531682044,0.946897258667741,1,1,1,17.1961245260201
"136",0.348423162319232,0.645615059898701,0.706514187409775,0.602156996373087,0.874416784081841,1,1,1,23.0270940600079
"137",0.645403509302996,0.708847831882304,0.593060954599641,0.40784916171222,0.77008322230191,1,1,1,23.5516145749716
"138",0.773680093556177,0.881983944673557,0.26049875804456,0.467768211247167,0.211140006830683,1,1,1,23.8393100752146
