"","","","","","Var1","Var2","Var3","train_QQ_Y"
"1",0.319135175226256,0.71405426855199,0.537228004867211,0.462195608392358,1,1,1,92.7752830854752
"2",0.640282119158655,0.16440609190613,0.794394015800208,0.799915901338682,1,1,1,25.3032783289823
"3",0.552683261455968,0.276248552277684,0.980976839037612,0.862423712806776,1,1,1,32.3705741392441
"4",0.928002096014097,0.561882677674294,0.115942458435893,0.314563104556873,1,1,1,85.0979630211181
"5",0.189278616430238,0.903491557994857,0.394762596441433,0.198594394419342,1,1,1,131.031190374141
"6",0.556093179667368,0.497030123556033,0.0446075839456171,0.604193750303239,2,1,1,80.6866888757271
"7",0.968979284446686,0.791530318558216,0.306100721703842,0.971992138633505,2,1,1,119.969815228989
"8",0.604670275608078,0.870917368587106,0.551704367483035,0.456445743422955,2,1,1,122.015219414719
"9",0.0268170285969973,0.00969734042882919,0.733608856424689,0.0354396094102412,2,1,1,15.8055504476042
"10",0.286524160671979,0.21788925868459,0.894310740474612,0.220936457905918,2,1,1,29.5975818993583
"11",0.514762431336567,0.828797705797479,0.714760485384613,0.457065427675843,3,1,1,111.785268391146
"12",0.693596646934748,0.265073628816754,0.453730229195207,0.777125702612102,3,1,1,41.1181947852139
"13",0.195500678848475,0.621039460599422,0.137038151314482,0.923003580886871,3,1,1,101.192396369358
"14",0.841339771030471,0.0753631523810327,0.210636275820434,0.256840963149443,3,1,1,25.8162002715077
"15",0.347789567522705,0.480974032124504,0.801395490020514,0.151241134526208,3,1,1,59.1214065085797
"16",0.637677524704486,0.688555694976822,0.537942125601694,0.217489637667313,4,1,1,99.0624021401206
"17",0.0760931830853224,0.442109866067767,0.991953529091552,0.454369455296546,4,1,1,52.918866750739
"18",0.270654599787667,0.145535242557526,0.0357611960265785,0.086355765722692,4,1,1,36.5201879983483
"19",0.971758680650964,0.266611150372773,0.611538032488897,0.653719412349165,4,1,1,40.1690210694532
"20",0.492851543799043,0.801476805191487,0.292118352046236,0.953786303568631,4,1,1,131.599270333073
"21",0.282916484354064,0.121048471145332,0.859359121741727,0.947368284966797,5,1,1,24.9223042650749
"22",0.931196824880317,0.650465145008639,0.0920020116958767,0.736174961877987,5,1,1,116.553505456427
"23",0.697628137469292,0.570693477243185,0.559788556955755,0.568136932561174,5,1,1,82.5681991802286
