"","","Var1","Var2","Var3","Var4","Var5","Var6","train_QQ_Y"
"1",0.813832103740424,1,1,1,1,1,1,-1.06957600009802
"2",0.374470564955845,1,1,1,1,1,1,-1.75591405965499
"3",0.170945675158873,1,1,1,1,1,1,-1.73316741144444
"4",0.568585287965834,1,1,1,1,1,1,-1.45100862827079
"5",0.779517148993909,1,1,1,1,1,1,-1.08449867070026
"6",0.226956135127693,2,1,1,1,1,1,-1.78459402277825
"7",0.417757403757423,2,1,1,1,1,1,-1.60249413483566
"8",0.880136303324252,2,1,1,1,1,1,-1.02298577442071
"9",0.788697236217558,2,1,1,1,1,1,-1.20842940482248
"10",0.19594641411677,2,1,1,1,1,1,-1.78564099098988
"11",0.507996022701263,3,1,1,1,1,1,-1.6042472746878
"12",0.651307923160493,3,1,1,1,1,1,-1.43235997392806
"13",0.273797053284943,3,1,1,1,1,1,-1.71299694360421
"14",0.871330051636323,3,1,1,1,1,1,-0.991486124644263
"15",0.168394587002695,3,1,1,1,1,1,-1.81954625458074
"16",0.966464343527332,1,2,1,1,1,1,-1.16948800887165
"17",0.399155213404447,1,2,1,1,1,1,-1.77764024294037
"18",0.535008593136445,1,2,1,1,1,1,-1.39000430331445
"19",0.718174503277987,1,2,1,1,1,1,-1.15444350896415
"20",0.0882931897416711,1,2,1,1,1,1,-1.75482884559886
"21",0.741423507872969,2,2,1,1,1,1,-1.34723959196139
"22",0.913221158040687,2,2,1,1,1,1,-1.12925978465449
"23",0.205885289423168,2,2,1,1,1,1,-1.82649828780271
"24",0.0103184490464628,2,2,1,1,1,1,-1.8775907889658
"25",0.505377817573026,2,2,1,1,1,1,-1.38809762388095
"26",0.318105680728331,3,2,1,1,1,1,-1.7293481032931
"27",0.117136371182278,3,2,1,1,1,1,-1.80994533777486
"28",0.715228464175016,3,2,1,1,1,1,-1.21876021413626
"29",0.471604251815006,3,2,1,1,1,1,-1.52018687649582
"30",0.939154832717031,3,2,1,1,1,1,-1.18776955486804
"31",0.230233613308519,1,3,1,1,1,1,-1.87188239721779
"32",0.482002796465531,1,3,1,1,1,1,-1.43884735623533
"33",0.877100776182488,1,3,1,1,1,1,-1.06938892773711
"34",0.768007885944098,1,3,1,1,1,1,-1.22240542321757
"35",0.049414165597409,1,3,1,1,1,1,-1.79117888197226
