"","","Var1","Var2","Var3","Var4","Var5","Var6","train_QQ_Y"
"1",0.478445768170059,1,1,1,1,1,1,-1.63967289927477
"2",0.219992064405233,1,1,1,1,1,1,-1.74054247801202
"3",0.898534222552553,1,1,1,1,1,1,-1.07741514541749
"4",0.0153877622913569,1,1,1,1,1,1,-1.87121018662821
"5",0.723416378721595,1,1,1,1,1,1,-1.13957779190564
"6",0.322638389654458,2,1,1,1,1,1,-1.72845212371529
"7",0.419281991152093,2,1,1,1,1,1,-1.60033127645976
"8",0.930710107134655,2,1,1,1,1,1,-0.944101958334285
"9",0.0503776724915952,2,1,1,1,1,1,-1.82328458577298
"10",0.694413613015786,2,1,1,1,1,1,-1.35631208583191
"11",0.727211572322994,3,1,1,1,1,1,-1.17731874128734
"12",0.00842265491373837,3,1,1,1,1,1,-1.88452143925995
"13",0.417697959300131,3,1,1,1,1,1,-1.557536001729
"14",0.890403523249552,3,1,1,1,1,1,-1.00869940307963
"15",0.347570072114468,3,1,1,1,1,1,-1.5978466528802
"16",0.488867356767878,1,2,1,1,1,1,-1.53554977603959
"17",0.870694952085614,1,2,1,1,1,1,-1.26364806565874
"18",0.653362212702632,1,2,1,1,1,1,-1.15370736671137
"19",0.392157662520185,1,2,1,1,1,1,-1.79054827100395
"20",0.181174926040694,1,2,1,1,1,1,-1.75635438432696
"21",0.288920782227069,2,2,1,1,1,1,-1.84633769391256
"22",0.59874685741961,2,2,1,1,1,1,-1.27425040798402
"23",0.619206936052069,2,2,1,1,1,1,-1.27378457217595
"24",0.00311103849671781,2,2,1,1,1,1,-1.89305692012225
"25",0.864000412635505,2,2,1,1,1,1,-1.24882431686293
"26",0.136247992282733,3,2,1,1,1,1,-1.81866046263851
"27",0.287467270949855,3,2,1,1,1,1,-1.77745458184155
"28",0.503580559045076,3,2,1,1,1,1,-1.49754286002877
"29",0.740723151061684,3,2,1,1,1,1,-1.18795190904006
"30",0.810950912209228,3,2,1,1,1,1,-1.15984581227557
"31",0.127782034827396,1,3,1,1,1,1,-1.74575696346421
"32",0.637271567666903,1,3,1,1,1,1,-1.3217998885666
"33",0.948322690883651,1,3,1,1,1,1,-1.06750023482286
"34",0.590108894510195,1,3,1,1,1,1,-1.31933768864414
"35",0.208258647983894,1,3,1,1,1,1,-1.84288095300345
"36",0.00956556471064687,2,3,1,1,1,1,-1.87618694134313
"37",0.63755627241917,2,3,1,1,1,1,-1.43378751084234
"38",0.443277916079387,2,3,1,1,1,1,-1.41820373518911
"39",0.945071432180703,2,3,1,1,1,1,-0.901852379532465
"40",0.367278895247728,2,3,1,1,1,1,-1.69157337062262
"41",0.390454961266369,3,3,1,1,1,1,-1.52560413178368
"42",0.4328565410804,3,3,1,1,1,1,-1.43081887944488
"43",0.613086578715593,3,3,1,1,1,1,-1.50521991585244
"44",0.0632000002078712,3,3,1,1,1,1,-1.79840776120955
"45",0.900581322237849,3,3,1,1,1,1,-1.00033597299187
"46",0.838465712312609,1,1,2,1,1,1,-0.971438756816214
"47",0.569099420728162,1,1,2,1,1,1,-1.46873063621991
"48",0.0941937460098416,1,1,2,1,1,1,-1.62444391296963
"49",0.723490230785683,1,1,2,1,1,1,-1.002449366619
"50",0.247987352544442,1,1,2,1,1,1,-1.74664779496912
"51",0.469620318803936,2,1,2,1,1,1,-1.53663561845774
"52",0.6033516978845,2,1,2,1,1,1,-1.45529683770316
"53",0.0430521273519844,2,1,2,1,1,1,-1.70656714109444
"54",0.989901283709332,2,1,2,1,1,1,-0.792700119500753
"55",0.237082807580009,2,1,2,1,1,1,-1.80273910256592
"56",0.18299172394909,3,1,2,1,1,1,-1.81227552223887
"57",0.328262950852513,3,1,2,1,1,1,-1.57628064714953
"58",0.721387996105477,3,1,2,1,1,1,-1.11404140653051
"59",0.809027790790424,3,1,2,1,1,1,-0.79820439681913
"60",0.454074039496481,3,1,2,1,1,1,-1.59539362250445
"61",0.92128586047329,1,2,2,1,1,1,-1.39326829001132
"62",0.145340753439814,1,2,2,1,1,1,-1.62122907817542
"63",0.326085607847199,1,2,2,1,1,1,-2.03683999635895
"64",0.613584223110229,1,2,2,1,1,1,-1.01298150553604
"65",0.453243009932339,1,2,2,1,1,1,-1.74293418723416
"66",0.621075631771237,2,2,2,1,1,1,-1.16930850067859
"67",0.281249452847987,2,2,2,1,1,1,-1.98006239589909
"68",0.046980459894985,2,2,2,1,1,1,-1.67553868763831
"69",0.94961067084223,2,2,2,1,1,1,-1.00751026311447
"70",0.540051808906719,2,2,2,1,1,1,-1.18828480309053
"71",0.195769985066727,3,2,2,1,1,1,-1.87780091567394
"72",0.512059290707111,3,2,2,1,1,1,-1.49540749165081
"73",0.726761478977278,3,2,2,1,1,1,-1.13404097316389
"74",0.870963578298688,3,2,2,1,1,1,-1.24068861903973
"75",0.27106579397805,3,2,2,1,1,1,-1.86906428992
"76",0.406966666830704,1,3,2,1,1,1,-1.72493213887668
"77",0.74763654936105,1,3,2,1,1,1,-1.25440024865564
"78",0.129097883636132,1,3,2,1,1,1,-1.62208706323424
"79",0.35208086152561,1,3,2,1,1,1,-1.98152939911484
"80",0.941341944085434,1,3,2,1,1,1,-1.06957584891272
"81",0.559306529955938,2,3,2,1,1,1,-1.17439964589084
"82",0.183712875610217,2,3,2,1,1,1,-1.9002094444665
"83",0.379737529810518,2,3,2,1,1,1,-1.67094987950514
"84",0.728623752901331,2,3,2,1,1,1,-1.644326153002
"85",0.883527828892693,2,3,2,1,1,1,-0.901737989978958
"86",0.152365048695356,3,3,2,1,1,1,-1.85814016898471
"87",0.293075604503974,3,3,2,1,1,1,-1.92745327295785
"88",0.564965660683811,3,3,2,1,1,1,-1.50091429948206
"89",0.814251596434042,3,3,2,1,1,1,-0.946339315011305
"90",0.702102263830602,3,3,2,1,1,1,-1.49118544261747
"91",0.526670802477747,1,1,3,1,1,1,-1.68928294508455
"92",0.354772875830531,1,1,3,1,1,1,-1.99933073375904
"93",0.732965843286365,1,1,3,1,1,1,-0.848225867284061
"94",0.9155251392629,1,1,3,1,1,1,-1.07991044342921
"95",0.0130450108554214,1,1,3,1,1,1,-1.65242845669197
"96",0.19850657125935,2,1,3,1,1,1,-1.75425320033704
"97",0.519930987246335,2,1,3,1,1,1,-1.48415214796423
"98",0.205823321035132,2,1,3,1,1,1,-1.76932267471687
"99",0.649785387283191,2,1,3,1,1,1,-1.48967947820244
"100",0.969056963780895,2,1,3,1,1,1,-0.667083895751779
"101",0.590411874419078,3,1,3,1,1,1,-1.90371057707899
"102",0.989587189117447,3,1,3,1,1,1,-1.27701447716578
"103",0.727537119761109,3,1,3,1,1,1,-0.983885503507611
"104",0.0353152880910784,3,1,3,1,1,1,-1.61165391520308
"105",0.26330717112869,3,1,3,1,1,1,-1.71625736255593
"106",0.707340228976682,1,2,3,1,1,1,-0.861202955751978
"107",0.276552747003734,1,2,3,1,1,1,-2.07976006449084
"108",0.445891535235569,1,2,3,1,1,1,-1.88917678405189
"109",0.120538255572319,1,2,3,1,1,1,-1.4535780529153
"110",0.824361176416278,1,2,3,1,1,1,-1.39158259434206
"111",0.176238761702552,2,2,3,1,1,1,-1.76392259016522
"112",0.904320525517687,2,2,3,1,1,1,-1.26749352124741
"113",0.754587671719491,2,2,3,1,1,1,-1.5621994676135
"114",0.525831833481789,2,2,3,1,1,1,-1.09415340627318
"115",0.208662420138717,2,2,3,1,1,1,-1.90283898661919
"116",0.156621341733262,3,2,3,1,1,1,-1.79976285611209
"117",0.773972613504156,3,2,3,1,1,1,-1.0397661630477
"118",0.463380331918597,3,2,3,1,1,1,-1.50664557501577
"119",0.395437969593331,3,2,3,1,1,1,-1.59549191470519
"120",0.85803582132794,3,2,3,1,1,1,-1.25143451051791
"121",0.155795136932284,1,3,3,1,1,1,-1.62155003822816
"122",0.972440008632839,1,3,3,1,1,1,-1.19164190346569
"123",0.777987438160926,1,3,3,1,1,1,-1.17420330560171
"124",0.255399226676673,1,3,3,1,1,1,-2.19658732716007
"125",0.582175102969632,1,3,3,1,1,1,-1.12511647559469
"126",0.00447322274558246,2,3,3,1,1,1,-1.67493839957371
"127",0.343932483019307,2,3,3,1,1,1,-2.00159331691034
"128",0.947701261518523,2,3,3,1,1,1,-0.595136094410113
"129",0.635140423523262,2,3,3,1,1,1,-1.5602981030238
"130",0.525175756495446,2,3,3,1,1,1,-0.912866881925281
"131",0.623218468017876,3,3,3,1,1,1,-1.76405405728491
"132",0.411585167003795,3,3,3,1,1,1,-1.23907562750546
"133",0.875494595430791,3,3,3,1,1,1,-0.733809711579006
