"","","Var1","Var2","Var3","Var4","Var5","Var6","train_QQ_Y"
"1",0.336013339227065,1,1,1,1,1,1,-1.76648034045698
"2",0.807215811498463,1,1,1,1,1,1,-1.07143109799671
"3",0.0872929473407567,1,1,1,1,1,1,-1.77138416157444
"4",0.655152661725879,1,1,1,1,1,1,-1.25626596542508
"5",0.458615043433383,1,1,1,1,1,1,-1.6718971021556
"6",0.0470083494670689,2,1,1,1,1,1,-1.82706881601136
"7",0.553264245064929,2,1,1,1,1,1,-1.45597452980147
"8",0.359626484988257,2,1,1,1,1,1,-1.68410036266993
"9",0.994159232731909,2,1,1,1,1,1,-0.900607990443989
"10",0.7406389079988,2,1,1,1,1,1,-1.29446478023213
"11",0.840840000333264,3,1,1,1,1,1,-0.979291049130696
"12",0.534368015127257,3,1,1,1,1,1,-1.61183264013055
"13",0.121555241569877,3,1,1,1,1,1,-1.82056334445823
"14",0.312693420611322,3,1,1,1,1,1,-1.6481694432094
"15",0.782702683564276,3,1,1,1,1,1,-1.03213662071497
"16",0.178971205791458,1,2,1,1,1,1,-1.7547306361284
"17",0.371781045943499,1,2,1,1,1,1,-1.82164339695628
"18",0.52748289136216,1,2,1,1,1,1,-1.41305019469351
"19",0.909407733473927,1,2,1,1,1,1,-1.24710080293452
"20",0.712190921232104,1,2,1,1,1,1,-1.15112841787466
"21",0.234996297396719,2,2,1,1,1,1,-1.84448885386429
"22",0.459678846411407,2,2,1,1,1,1,-1.50141424998635
"23",0.983106755558401,2,2,1,1,1,1,-0.940207667157004
"24",0.679350506700575,2,2,1,1,1,1,-1.3061918975552
"25",0.154977310774848,2,2,1,1,1,1,-1.7888204922765
"26",0.213054359797388,3,2,1,1,1,1,-1.84007331756718
"27",0.881788177741691,3,2,1,1,1,1,-1.18962974106415
"28",0.455627766950056,3,2,1,1,1,1,-1.53309535512159
"29",0.0451146903447807,3,2,1,1,1,1,-1.82525752601544
"30",0.607913245679811,3,2,1,1,1,1,-1.39361157035954
"31",0.451065758895129,1,3,1,1,1,1,-1.52155156582554
"32",0.889339116541669,1,3,1,1,1,1,-1.06242679413301
"33",0.652915319753811,1,3,1,1,1,1,-1.32179688032122
"34",0.309647046634927,1,3,1,1,1,1,-1.88672556993633
"35",0.184679088415578,1,3,1,1,1,1,-1.80838139860523
"36",0.434754695743322,2,3,1,1,1,1,-1.44509470175406
"37",0.758037125458941,2,3,1,1,1,1,-1.40269789905767
"38",0.860172807145864,2,3,1,1,1,1,-1.07729101840392
"39",0.174891939759254,2,3,1,1,1,1,-1.84535156494292
"40",0.229525165818632,2,3,1,1,1,1,-1.91191625532728
"41",0.252121660159901,3,3,1,1,1,1,-1.88922116596818
"42",0.561642606696114,3,3,1,1,1,1,-1.4640768338066
"43",0.726135743362829,3,3,1,1,1,1,-1.32564444168763
"44",0.881096315616742,3,3,1,1,1,1,-0.994020611412747
"45",0.198147271340713,3,3,1,1,1,1,-1.89890053502278
"46",0.00795518509112298,1,1,2,1,1,1,-1.77762556383029
"47",0.702857072884217,1,1,2,1,1,1,-1.04176232720547
"48",0.866395393572748,1,1,2,1,1,1,-1.00455279928879
"49",0.565482953004539,1,1,2,1,1,1,-1.48187718908623
"50",0.289023731695488,1,1,2,1,1,1,-1.81267352894258
"51",0.327679503336549,2,1,2,1,1,1,-1.77371158069747
"52",0.194556019315496,2,1,2,1,1,1,-1.76570234275235
"53",0.425416901567951,2,1,2,1,1,1,-1.60877036758595
"54",0.873675980092958,2,1,2,1,1,1,-0.943934925456339
"55",0.612337112799287,2,1,2,1,1,1,-1.45396373995213
"56",0.114871085016057,3,1,2,1,1,1,-1.75478479497165
"57",0.940501350862905,3,1,2,1,1,1,-1.07196001995843
"58",0.645317529141903,3,1,2,1,1,1,-1.54608510560927
"59",0.244219301501289,3,1,2,1,1,1,-1.76053067761843
"60",0.435781627940014,3,1,2,1,1,1,-1.55945885530958
"61",0.735224007209763,1,2,2,1,1,1,-1.06816984519533
"62",0.0548327694181353,1,2,2,1,1,1,-1.64412429112918
"63",0.248216349445283,1,2,2,1,1,1,-1.88632534424418
"64",0.510094182286412,1,2,2,1,1,1,-1.44560595243388
"65",0.829725632816553,1,2,2,1,1,1,-1.33197041964219
"66",0.217274168226868,2,2,2,1,1,1,-1.88610045188463
"67",0.120117894560099,2,2,2,1,1,1,-1.66799600033032
"68",0.76467691604048,2,2,2,1,1,1,-1.4686094082988
"69",0.406019826233387,2,2,2,1,1,1,-1.70297477327436
"70",0.89389983844012,2,2,2,1,1,1,-1.25343071911948
"71",0.442756544332951,3,2,2,1,1,1,-1.53245834732967
"72",0.309026126703247,3,2,2,1,1,1,-1.79782735076433
"73",0.0896184463053942,3,2,2,1,1,1,-1.69735626997318
"74",0.780673023406416,3,2,2,1,1,1,-1.10366790834684
"75",0.829176221648231,3,2,2,1,1,1,-1.159209700124
"76",0.952140947710723,1,3,2,1,1,1,-1.09126977847195
"77",0.0730977326165885,1,3,2,1,1,1,-1.59011013072423
"78",0.798547132872045,1,3,2,1,1,1,-1.14161471014801
"79",0.567318948218599,1,3,2,1,1,1,-1.2159114047462
"80",0.274841548176482,1,3,2,1,1,1,-2.08011507548758
"81",0.76899156733416,2,3,2,1,1,1,-1.51894916517408
"82",0.221354433614761,2,3,2,1,1,1,-2.03166291508163
"83",0.536991399619728,2,3,2,1,1,1,-1.11705432000395
"84",0.840081292483956,2,3,2,1,1,1,-1.12712608825816
"85",0.113413792382926,2,3,2,1,1,1,-1.6619928529757
"86",0.703510377928615,3,3,2,1,1,1,-1.48516305755473
"87",0.821637220215052,3,3,2,1,1,1,-0.923129459561389
"88",0.364707485865802,3,3,2,1,1,1,-1.5705285845975
"89",0.0607846370432526,3,3,2,1,1,1,-1.66042145638157
"90",0.54292441024445,3,3,2,1,1,1,-1.4257042532082
"91",0.85891827265732,1,1,3,1,1,1,-0.921401989049327
"92",0.553800230752677,1,1,3,1,1,1,-1.56277172635379
