"","","Var1","Var2","Var3","Var4","Var5","Var6","train_QQ_Y"
"1",0.846651421161368,1,1,1,1,1,1,-1.06665437685164
"2",0.549020359804854,1,1,1,1,1,1,-1.49592118344519
"3",0.142548489198089,1,1,1,1,1,1,-1.73748825854781
"4",0.637456564512104,1,1,1,1,1,1,-1.29349247458438
"5",0.340726113552228,1,1,1,1,1,1,-1.76599314726394
"6",0.263729740446433,2,1,1,1,1,1,-1.77379049358665
"7",0.512601921195164,2,1,1,1,1,1,-1.48794487097471
"8",0.919102399563417,2,1,1,1,1,1,-0.959201737547759
"9",0.0408842548262328,2,1,1,1,1,1,-1.83443975989867
"10",0.727796045737341,2,1,1,1,1,1,-1.31385810670044
"11",0.844334762264043,3,1,1,1,1,1,-0.979487220524782
"12",0.741762404469773,3,1,1,1,1,1,-1.13222882300585
"13",0.515292462985963,3,1,1,1,1,1,-1.60746168374613
"14",0.143692339025438,3,1,1,1,1,1,-1.8220120217507
"15",0.370802790764719,3,1,1,1,1,1,-1.57411586250008
"16",0.218715847330168,1,2,1,1,1,1,-1.79008744619133
"17",0.00103278248570859,1,2,1,1,1,1,-1.89767415845266
"18",0.995796712068841,1,2,1,1,1,1,-1.1094043822
"19",0.507591806259006,1,2,1,1,1,1,-1.47573350832551
"20",0.644627622701228,1,2,1,1,1,1,-1.16054824088483
"21",0.642105444148183,2,2,1,1,1,1,-1.28152610656572
"22",0.000558743812143803,2,2,1,1,1,1,-1.89874158875487
"23",0.596374351531267,2,2,1,1,1,1,-1.27482485960455
"24",0.855263925809413,2,2,1,1,1,1,-1.26622395092239
"25",0.247786400932819,2,2,1,1,1,1,-1.84939358064349
"26",0.696229302417487,3,2,1,1,1,1,-1.24714567092903
"27",0.871408277982846,3,2,1,1,1,1,-1.18507278952832
"28",0.0622637374792248,3,2,1,1,1,1,-1.81137061783436
"29",0.402433937042952,3,2,1,1,1,1,-1.59175530461709
"30",0.250152739556506,3,2,1,1,1,1,-1.82058002228656
"31",0.439871565671638,1,3,1,1,1,1,-1.55519808622792
"32",0.839341133460403,1,3,1,1,1,1,-1.10837995558801
"33",0.6401350019034,1,3,1,1,1,1,-1.32192507149608
"34",0.0685874951537699,1,3,1,1,1,1,-1.76351658451531
"35",0.329386069253087,1,3,1,1,1,1,-1.86007905184062
"36",0.612305408343673,2,3,1,1,1,1,-1.39101882257764
"37",0.955519258417189,2,3,1,1,1,1,-0.895377684782266
"38",0.290749403228983,2,3,1,1,1,1,-1.89536983990943
"39",0.110901921615005,2,3,1,1,1,1,-1.77293713601149
"40",0.5364589903038,2,3,1,1,1,1,-1.28980981979693
"41",0.825722209457308,3,3,1,1,1,1,-1.04301595797699
"42",0.732061271183193,3,3,1,1,1,1,-1.30726330525048
"43",0.131994464434683,3,3,1,1,1,1,-1.82853842645186
"44",0.413455263385549,3,3,1,1,1,1,-1.46779150390134
"45",0.352149669174105,3,3,1,1,1,1,-1.64307587400852
"46",0.401081242924556,1,1,2,1,1,1,-1.87871558481474
"47",0.297033152077347,1,1,2,1,1,1,-1.8242786692802
"48",0.684456172259524,1,1,2,1,1,1,-1.08497276221669
"49",0.181311007216573,1,1,2,1,1,1,-1.64810728850631
"50",0.848984688194469,1,1,2,1,1,1,-0.982582539195807
"51",0.910147199733183,2,1,2,1,1,1,-0.854523765351724
"52",0.531793299410492,2,1,2,1,1,1,-1.47504591571611
"53",0.639306046208367,2,1,2,1,1,1,-1.44745949127795
"54",0.0766968304757029,2,1,2,1,1,1,-1.67691769832727
"55",0.291058968380094,2,1,2,1,1,1,-1.8053109959161
"56",0.0301774311345071,3,1,2,1,1,1,-1.7357557044641
"57",0.633917984645814,3,1,2,1,1,1,-1.59911579881237
"58",0.984021569415927,3,1,2,1,1,1,-1.17970698229127
"59",0.213194450782612,3,1,2,1,1,1,-1.80144859911326
"60",0.558592711063102,3,1,2,1,1,1,-1.77084475944304
"61",0.0449245638214052,1,2,2,1,1,1,-1.66573107889466
"62",0.92643336574547,1,2,2,1,1,1,-1.38704840039867
"63",0.275373811880127,1,2,2,1,1,1,-1.95821754766224
"64",0.785845153080299,1,2,2,1,1,1,-1.21467337932211
"65",0.583820997271687,1,2,2,1,1,1,-1.10029451115512
"66",0.265837930561975,2,2,2,1,1,1,-1.96975681444027
"67",0.447689023567364,2,2,2,1,1,1,-1.51619493537606
"68",0.0907439870294184,2,2,2,1,1,1,-1.64404210584446
"69",0.814412519615143,2,2,2,1,1,1,-1.46834851099966
"70",0.734598213573918,2,2,2,1,1,1,-1.42319982162576
"71",0.88863162510097,3,2,2,1,1,1,-1.27291588333749
"72",0.39835887895897,3,2,2,1,1,1,-1.59315290422548
"73",0.451883749291301,3,2,2,1,1,1,-1.52463510968636
"74",0.139327528979629,3,2,2,1,1,1,-1.77974671553112
"75",0.651967507693917,3,2,2,1,1,1,-1.296391036827
"76",0.503672175249085,1,3,2,1,1,1,-1.28973995286327
"77",0.685145648662001,1,3,2,1,1,1,-1.31246016568342
"78",0.809271352738142,1,3,2,1,1,1,-1.11673668512328
"79",0.251278492063284,1,3,2,1,1,1,-2.03606935717965
"80",0.171532437484711,1,3,2,1,1,1,-1.75115346805949
"81",0.407141225552186,2,3,2,1,1,1,-1.49186973713101
"82",0.136924987426028,2,3,2,1,1,1,-1.72564299102697
"83",0.875681514805183,2,3,2,1,1,1,-0.937021028188529
"84",0.674363407399505,2,3,2,1,1,1,-1.62589687056624
"85",0.261506903031841,2,3,2,1,1,1,-2.10094625423207
"86",0.597270338796079,3,3,2,1,1,1,-1.59397298587783
"87",0.383359432499856,3,3,2,1,1,1,-1.4751188027053
"88",0.996209743386135,3,3,2,1,1,1,-1.19153548444838
"89",0.173367148032412,3,3,2,1,1,1,-1.92813485679731
"90",0.748887320561334,3,3,2,1,1,1,-1.25605593224759
"91",0.496372489910573,1,1,3,1,1,1,-1.81370674456736
"92",0.337784711364657,1,1,3,1,1,1,-1.97453359923473
"93",0.63134933616966,1,1,3,1,1,1,-1.18314060036961
"94",0.11079241274856,1,1,3,1,1,1,-1.47907199034656
"95",0.990235893754289,1,1,3,1,1,1,-1.28092631428349
"96",0.389849699195474,2,1,3,1,1,1,-1.70683907659177
"97",0.714601472625509,2,1,3,1,1,1,-1.42523462925405
"98",0.882172217871994,2,1,3,1,1,1,-0.82204938702862
"99",0.575254017114639,2,1,3,1,1,1,-1.47684072879358
"100",0.159001692105085,2,1,3,1,1,1,-1.6660992548796
"101",0.873508131830022,3,1,3,1,1,1,-0.726473209838514
"102",0.0925020537339151,3,1,3,1,1,1,-1.64259763753498
"103",0.223768058978021,3,1,3,1,1,1,-1.79797064319493
"104",0.409438215103,3,1,3,1,1,1,-1.49105198920194
"105",0.670045677106827,3,1,3,1,1,1,-1.45640733804347
"106",0.480332365678623,1,2,3,1,1,1,-1.64835135281776
"107",0.0320696333888918,1,2,3,1,1,1,-1.56387592084991
"108",0.601909498497844,1,2,3,1,1,1,-0.864792328945976
"109",0.897178175998852,1,2,3,1,1,1,-1.56106527989292
"110",0.389116559969261,1,2,3,1,1,1,-2.16566067567333
"111",0.667925807693973,2,2,3,1,1,1,-1.22876436361744
"112",0.387199455406517,2,2,3,1,1,1,-1.86347124701642
"113",0.127595921605825,2,2,3,1,1,1,-1.58234834503774
"114",0.577107714535668,2,2,3,1,1,1,-1.00575626570039
"115",0.901563513278961,2,2,3,1,1,1,-1.28358438610723
"116",0.383553104894236,3,2,3,1,1,1,-1.62467165581627
"117",0.618005356937647,3,2,3,1,1,1,-1.37123384866482
"118",0.400661520054564,3,2,3,1,1,1,-1.58389113285279
"119",0.847041106550023,3,2,3,1,1,1,-1.21287350885329
"120",0.0291099001187831,3,2,3,1,1,1,-1.59439950270783
"121",0.300870156334713,1,3,3,1,1,1,-2.28516944936316
"122",0.616005879966542,1,3,3,1,1,1,-1.19217934918642
"123",0.883799101831391,1,3,3,1,1,1,-0.963232060140804
"124",0.594901383435354,1,3,3,1,1,1,-1.14714294565059
"125",0.177902161516249,1,3,3,1,1,1,-1.75175106420688
"126",0.678902767971158,2,3,3,1,1,1,-1.79279600908631
"127",0.971426115883514,2,3,3,1,1,1,-0.617531128615859
"128",0.184427124122158,2,3,3,1,1,1,-1.94670159102402
"129",0.428698051301762,2,3,3,1,1,1,-1.25317956475681
"130",0.346351891290396,2,3,3,1,1,1,-1.98326442044905
"131",0.828672712855041,3,3,3,1,1,1,-0.770649076445624
"132",0.392158467276022,3,3,3,1,1,1,-1.34697343406094
"133",0.453890102449805,3,3,3,1,1,1,-1.12263766065966
"134",0.162219610018656,3,3,3,1,1,1,-1.918716701911
"135",0.767408566689119,3,3,3,1,1,1,-1.11801558588506
"136",0.82816134095192,1,1,1,2,1,1,-0.96233110261205
"137",0.313443970540538,1,1,1,2,1,1,-1.84578106017546
"138",0.432286545215175,1,1,1,2,1,1,-1.84749682487748
"139",0.129604939930141,1,1,1,2,1,1,-1.61402469911615
"140",0.619792594155297,1,1,1,2,1,1,-1.28491823800411
"141",0.66870700167492,2,1,1,2,1,1,-1.43185485025155
"142",0.549330849153921,2,1,1,2,1,1,-1.46665335490466
"143",0.0863325376529247,2,1,1,2,1,1,-1.67490301495542
"144",0.213547953078523,2,1,1,2,1,1,-1.78504079065051
"145",0.953117138100788,2,1,1,2,1,1,-0.795075502854642
"146",0.960472972644493,3,1,1,2,1,1,-1.12940407951346
"147",0.173805766412988,3,1,1,2,1,1,-1.80995451271393
"148",0.530541650112718,3,1,1,2,1,1,-1.75354071074645
"149",0.6469280842226,3,1,1,2,1,1,-1.53814221144474
"150",0.36591619621031,3,1,1,2,1,1,-1.5225260628921
"151",0.64477537102066,1,2,1,2,1,1,-0.965610109805193
"152",0.510974489804357,1,2,1,2,1,1,-1.44088139498402
"153",0.159244405152276,1,2,1,2,1,1,-1.64501056621643
"154",0.224112374242395,1,2,1,2,1,1,-1.81503594480712
"155",0.827833305392414,1,2,1,2,1,1,-1.327689541362
"156",0.503089090855792,2,2,1,2,1,1,-1.28929979665164
"157",0.219801304489374,2,2,1,2,1,1,-1.89188059166858
"158",0.175734177045524,2,2,1,2,1,1,-1.78259868402301
"159",0.743466533115134,2,2,1,2,1,1,-1.43945782026875
"160",0.850257256114855,2,2,1,2,1,1,-1.40134101591019
"161",0.138950339565054,3,2,1,2,1,1,-1.77898836075251
"162",0.524228583136573,3,2,1,2,1,1,-1.49010690531628
"163",0.613714629877359,3,2,1,2,1,1,-1.38367014335355
"164",0.309931980725378,3,2,1,2,1,1,-1.79577695528491
"165",0.811619729315862,3,2,1,2,1,1,-1.13155083050582
"166",0.620344117283821,1,3,1,2,1,1,-1.26124590017207
"167",0.946552723506466,1,3,1,2,1,1,-1.07973679056865
