"","","","","","Var1","Var2","Var3","train_QQ_Y"
"1",0.775639290673425,0.00365065501420759,0.362300384696573,0.5056253292365,1,1,1,17.2025642228753
"2",0.281923779958161,0.996547405474121,0.586785448748851,0.574619750081329,1,1,1,138.082476316039
"3",0.481254484404344,0.0412628128402866,0.802295604563551,0.295135637039784,1,1,1,16.7469982165124
"4",0.639517323493492,0.432325444102753,0.784266712992685,0.816060615833849,1,1,1,49.9640002427431
"5",0.529128585719736,0.541133554563858,0.277978815298993,0.606056964393938,1,1,1,76.0620473960852
"6",0.920125966726337,0.00795189012307674,0.419842060559895,0.0921397592884023,1,1,1,17.0773272032122
"7",0.975827052636305,0.487075865117367,0.845405391178792,0.78030323603889,1,1,1,54.7905743644038
"8",0.780903386394493,0.743413342073327,0.248368322097231,0.157529524510028,1,1,1,109.628725472255
"9",0.472607884252211,0.724165496741189,0.878243759712204,0.417842030674219,1,1,1,83.1772645531044
"10",0.0732069368613884,0.772892776421504,0.202487102862215,0.243346831729868,1,1,1,117.28005573472
"11",0.64130246724817,0.837993825670565,0.241984154654201,0.472713598195696,1,1,1,127.351650424341
"12",0.961716369210044,0.144265737779206,0.579016774481861,0.550440798216732,1,1,1,25.7752113253692
"13",0.0854949065018445,0.818576089449925,0.391895585797029,0.108722153764684,1,1,1,115.828346149715
"14",0.737782977245515,0.906244614381576,0.093135064918315,0.457371033277595,1,1,1,150.532821841035
"15",0.689043867631117,0.852345733931288,0.583904194317292,0.907208288961556,1,1,1,113.059844742488
"16",0.37414132888196,0.0170149081910495,0.986449638378108,0.644588276644936,1,1,1,14.3417082511634
"17",0.296583683335921,0.480254473699024,0.347060436457396,0.516501098434674,1,1,1,65.4593227391177
"18",0.143063710221322,0.762963900094619,0.69031822627061,0.576661102775252,1,1,1,94.7065595371069
"19",0.189909379959572,0.346527951315511,0.957411471849773,0.810656950467965,1,1,1,38.7943778776172
"20",0.337329235874349,0.780814637470758,0.71758062436129,0.785473672596272,1,1,1,96.458181506896
"21",0.0185219117358793,0.616517923794454,0.516709247705294,0.409902451339876,1,1,1,79.140330552615
"22",0.982486283696489,0.848481612342875,0.147395353582688,0.323535461700521,1,1,1,134.938158668702
"23",0.791636867127381,0.414372819866985,0.953373295284109,0.140271573547507,1,1,1,45.2764051992438
"24",0.42850064764847,0.500786739323521,0.0876776053302456,0.250638250642223,1,1,1,76.6265861333623
"25",0.396181933132466,0.149292707240675,0.0153445345920045,0.985727143529803,1,1,1,33.4995301249254
"26",0.329667686192552,0.505213197714183,0.400754882149631,0.977293549802853,1,1,1,67.3313975844669
"27",0.62231332434807,0.0259159413690213,0.469338248248678,0.198912636040477,1,1,1,17.9402906958913
"28",0.537865041622426,0.777349137886195,0.965873942992184,0.927717519807629,1,1,1,87.949746036177
"29",0.269376629125327,0.803211951518897,0.340996866386849,0.0772663872910198,1,1,1,115.587507823629
"30",0.437973564653657,0.670067507533822,0.668624055521795,0.728435805757763,1,1,1,82.0066678345018
"31",0.376948011656059,0.632589216029737,0.854585029369919,0.747925190026872,1,1,1,71.8594385836877
"32",0.0841626452212222,0.534937555681681,0.310385860984679,0.659100865982473,1,1,1,74.1169007103711
"33",0.873655707696453,0.274541508805705,0.799119757026201,0.717343512334628,1,1,1,34.3165515934489
"34",0.766223013653653,0.925310568657005,0.0651433557132259,0.766900382256135,1,1,1,156.860304297644
"35",0.357096277418314,0.0947969872166868,0.0378427845588885,0.946327434681589,1,1,1,27.8065748486088
"36",0.933890924992738,0.765926967984997,0.382939686564496,0.131983627242735,1,1,1,107.220890315954
"37",0.444667930068681,0.698199532415019,0.00974928779061884,0.639599397296552,1,1,1,114.035602712794
"38",0.524244868879905,0.0861690008139703,0.378328539497452,0.359896667629946,1,1,1,23.1360900400364
"39",0.656274805837311,0.574822463386226,0.051901027741842,0.486345662124222,1,1,1,89.9248100385261
"40",0.285200270399218,0.825404443560401,0.222163125113584,0.770915924228029,1,1,1,126.186294301758
"41",0.199369923005579,0.614631490661996,0.927969231571769,0.686885346217314,1,1,1,67.8584205613374
"42",0.797940277161542,0.545334490491077,0.459905663887039,0.425231335303979,1,1,1,70.9983808431838
"43",0.670487407299224,0.182767735661473,0.479126076233806,0.735577436005697,1,1,1,30.1127312854969
"44",0.236397884386824,0.314803421450779,0.0487974599003792,0.337622821547557,1,1,1,51.8245383678851
"45",0.510191726335324,0.209858014784986,0.256659335326403,0.115475665290141,1,1,1,35.727263248043
"46",0.416449879377615,0.681638415892376,0.281777086317306,0.191158367277822,1,1,1,97.6254176804979
"47",0.580865925982362,0.0384954024024773,0.0438889284967445,0.832697211467894,1,1,1,22.7269977731516
"48",0.892635846663034,0.301031465417473,0.19303775977809,0.626334065353731,1,1,1,46.8210580397
"49",0.45103369813296,0.428892867654795,0.911330678011291,0.730311655148398,1,1,1,47.4327985273021
"50",0.943278042204911,0.239793548670132,0.944745011639316,0.849048013847787,1,1,1,29.7656685081114
"51",0.115615296855103,0.605782449457329,0.499395383608062,0.206186183043756,1,1,1,78.1273113646212
"52",0.862811587250326,0.0486808873957489,0.426456546511035,0.0688615581288468,1,1,1,19.8678224880839
"53",0.707918130601756,0.0755246119888034,0.870983449892374,0.63307538762223,1,1,1,18.4830173534631
"54",0.446035375427455,0.598113842068706,0.169510972701246,0.671284922491759,1,1,1,88.814206705517
"55",0.752766163419001,0.154406899187015,0.0601561839773785,0.586649815359851,1,1,1,33.2807599520587
"56",0.155072456275811,0.011555726750521,0.0105065036611632,0.533180988425156,1,1,1,20.8489282472781
"57",0.0378543414862361,0.525275089956121,0.767528712828644,0.475138981376076,1,1,1,60.7397298998142
"58",0.561145048735198,0.575548421245767,0.17641683073598,0.0415119182597846,1,1,1,84.803134294617
"59",0.151962509459117,0.123614700147882,0.296385976327583,0.045256900958484,1,1,1,27.1065961956317
"60",0.496360373094212,0.515267638362711,0.214851758674486,0.743450046195649,1,1,1,74.4108771449153
"61",0.341598324676743,0.161085841107415,0.552593583916314,0.333862850905862,1,1,1,27.4130387094071
"62",0.607207733623218,0.92117219358217,0.0276728126534726,0.23193200557027,1,1,1,158.493252341482
"63",0.875718685181346,0.930800881113391,0.638232697939966,0.649314267907757,1,1,1,123.843034266605
"64",0.721483463118784,0.980622995513258,0.53948910959065,0.692429151175311,1,1,1,137.723219889852
"65",0.973634058806347,0.233499229979934,0.612425796235912,0.382229663908947,1,1,1,32.9678114765308
"66",0.888347890477162,0.49031364436727,0.526073897317983,0.278328941295622,1,1,1,62.0580708821442
"67",0.076424894828815,0.0663533192314208,0.603521182737313,0.899390348027227,1,1,1,19.7383944212083
"68",0.660311189180939,0.0844282271200791,0.657302818589378,0.888744654671755,1,1,1,20.5923283035365
"69",0.215627990206704,0.715307653479977,0.434689743351191,0.0838718885753769,1,1,1,96.7487059167538
"70",0.410938270899933,0.450495048464509,0.441895524486899,0.137844740530709,1,1,1,59.1279163241076
"71",0.252138902326114,0.196826131949201,0.840431032930501,0.963446419254178,1,1,1,27.3819493022415
"72",0.805940329121659,0.814320397110423,0.663409867648734,0.583801857306389,1,1,1,103.569841915368
"73",0.579542676234851,0.11175674261176,0.563955966774374,0.869547177554341,1,1,1,23.3821728426321
"74",0.479385776187992,0.822598921078024,0.366902921675937,0.288441082058707,1,1,1,117.844102042552
"75",0.772421417732257,0.10168892687303,0.92098633783753,0.227647895980626,1,1,1,19.850135567812
"76",0.182608469352126,0.0507181713217869,0.791751574957743,0.163450878415024,1,1,1,17.4005942648547
"77",0.571635204667691,0.215080386705231,0.251322485520504,0.616606811066158,1,1,1,36.3606410096349
"78",0.278913771398365,0.88063957750448,0.685814204313792,0.213985304312082,1,1,1,113.163296522948
"79",0.0223083704442251,0.129302591901505,0.597812330580782,0.123590131675592,1,1,1,24.4068033299757
"80",0.677993044703035,0.962914022081532,0.436349565995624,0.651757041554665,1,1,1,140.111117610963
"81",0.565777807896957,0.653455147846835,0.00472665781388059,0.512233257067855,1,1,1,105.940714296302
"82",0.61589408148895,0.397489849838894,0.53021057521808,0.874566929580178,1,1,1,50.9493064996613
"83",0.515714506730437,0.354060736837564,0.542231794255786,0.431283479809063,1,1,1,45.9068211784313
"84",0.996367959692143,0.993630256830948,0.238972898120992,0.0181820999598131,1,1,1,158.343958922973
"85",0.899610820454545,0.374228375104722,0.625136622684076,0.189017724491423,1,1,1,46.5632371732779
"86",0.590376585796475,0.421227892761817,0.0588801544555463,0.147193883393193,1,1,1,65.8518482192011
"87",0.10763675037655,0.970940054428065,0.830737366061658,0.216418010188499,1,1,1,121.830564102005
"88",0.128079471940873,0.701782815761399,0.739649043945828,0.526407846767688,1,1,1,84.2334749365296
"89",0.320985982159618,0.746435203509172,0.125398137825541,0.463888764977455,1,1,1,116.623746765972
"90",0.701396336907055,0.687738104413729,0.673926323142368,0.404039576324867,1,1,1,84.2757127879049
"91",0.829867818637285,0.25812548524118,0.460580596507061,0.0582489292905666,1,1,1,37.3673687045401
"92",0.0490827716793865,0.968135325274197,0.88334091055207,0.594925533886999,1,1,1,119.311881572295
"93",0.462749633404892,0.893351894133957,0.197012528561754,0.755641530827852,1,1,1,140.978843307501
"94",0.234971452458994,0.321130301262019,0.453385332656326,0.0372772716125473,1,1,1,43.9469472755865
"95",0.408260702196276,0.94496839605039,0.111526618037606,0.255520499289269,1,1,1,157.369403762307
"96",0.16920472861384,0.733600695007481,0.0994333860324696,0.939066142417723,1,1,1,115.776136559128
"97",0.221621464021737,0.739351029476384,0.960469281660626,0.281411128144246,1,1,1,82.859920623796
"98",0.533449910834897,0.756119971279986,0.75083481806214,0.16628492992837,1,1,1,91.5336792848143
"99",0.0932521352998447,0.191961662988178,0.695380302832928,0.00871270260773599,1,1,1,28.4304264213085
"100",0.645262452710886,0.243612721078098,0.762372025614604,0.708208728884347,1,1,1,32.0538149331333
"101",0.834304150171811,0.296794851025334,0.490573409734061,0.883217368001351,1,1,1,40.8109875003571
"102",0.681889759326586,0.266985462452285,0.445344563699327,0.269174302335596,1,1,1,38.4944585727934
"103",0.501871476073284,0.0988806575757917,0.0731565153074916,0.500017149150372,1,1,1,27.7023709192914
"104",0.040261503320653,0.677673125406727,0.861865568056237,0.0245335833029822,1,1,1,77.3534539727016
"105",0.946645295480266,0.876232078707544,0.900505443335278,0.793198280278593,1,1,1,104.318814619375
"106",0.24971005981788,0.138723341500154,0.995069063457195,0.710657353365095,1,1,1,21.8199930371539
"107",0.333701271229656,0.664327145931311,0.899978198156459,0.90097532078973,1,1,1,74.7622029393596
"108",0.420035140840337,0.365291358816903,0.68247004580684,0.778973502974259,1,1,1,44.677089497845
"109",0.614828761485405,0.539740030773682,0.0806906109338161,0.246086728826631,1,1,1,82.9600658563147
"110",0.906255529007176,0.378115588467335,0.511750874082791,0.568610764340265,1,1,1,49.1198898581038
"111",0.506627818909474,0.752680070912465,0.0312526272737887,0.171985023333691,1,1,1,123.085473178679
"112",0.935289500730578,0.691119325195905,0.219507465688512,0.623239076504251,1,1,1,102.084629411003
"113",0.598477088031359,0.436512777311727,0.225339925545268,0.973661594645819,1,1,1,63.0566628181267
"114",0.394416512399912,0.976708372299327,0.359355051897001,0.541455026587937,1,1,1,147.335639178937
"115",0.542208835174097,0.284471769960364,0.918235660991631,0.0985273150471039,1,1,1,33.7448436303215
"116",0.711330550271086,0.293100726990961,0.399299215843203,0.930504763518693,1,1,1,41.9712325165314
"117",0.458055053862045,0.0624514098407235,0.142948498660699,0.422033056850778,1,1,1,23.6417913110245
"118",0.855909302647924,0.115303544237977,0.646926191893872,0.555081059372751,1,1,1,22.9095347326366
"119",0.347821933794767,0.510057838757057,0.744258784644771,0.0731572433526162,1,1,1,59.4048507592674
"120",0.902591282858048,0.185956360640703,0.838697172380052,0.314094531328883,1,1,1,26.54064675958
"121",0.553069158549188,0.388241328117438,0.337996572974371,0.821698769771028,1,1,1,53.9988073773042
"122",0.757693117685849,0.288757135369815,0.980851704885717,0.853071549898013,1,1,1,33.4222683901985
"123",0.545439564768458,0.0556329616403673,0.623935059966752,0.612900889265584,1,1,1,18.8489153084617
"124",0.729551434421446,0.499107767504174,0.990515513797291,0.921103588588303,1,1,1,53.4203693038867
"125",0.993581274853786,0.456504008229822,0.720695537606953,0.29256932453718,1,1,1,53.7741888950804
"126",0.745991896261694,0.393737822045805,0.5036879446893,0.991382251443574,1,1,1,51.0640923197041
"127",0.319422866128152,0.844606782190967,0.731055475928588,0.801150764469057,1,1,1,105.752745705597
"128",0.841992100548232,0.899850699431263,0.0208959519257769,0.0870250129746273,1,1,1,154.188488833222
"129",0.0621842469868716,0.65616986301844,0.124107060086681,0.498437388483435,1,1,1,100.477062530718
"130",0.208489393938798,0.563154667746276,0.270101132155396,0.666749650427373,1,1,1,79.5866398562227
"131",0.306253450455843,0.307814598776167,0.774992520100204,0.393650695898104,1,1,1,37.6370343028649
"132",0.0538189181580674,0.666875322721899,0.150834457904566,0.959236906548031,1,1,1,101.163349103645
"133",0.364570221732138,0.355112195208203,0.817302284841426,0.344938941014698,1,1,1,41.5305722840191
"134",0.600001705406466,0.339712794031948,0.975074227168225,0.0513605175411794,1,1,1,37.9145590098649
"135",0.802301125662634,0.134636367656058,0.700282519778702,0.861999427279225,1,1,1,23.8930113090025
"136",0.00763164888019674,0.623531403428642,0.322428257127758,0.700141936214641,1,1,1,86.8632355623951
"137",0.813748441510834,0.939078571941936,0.0780196824402083,0.950778718109941,1,1,1,158.979569236589
"138",0.173842381293653,0.172316417371621,0.868749272756977,0.305935074435547,1,1,1,25.2299450725496
"139",0.290303064823383,0.443962734759552,0.414013189696707,0.563627023299923,1,1,1,59.0376605107591
"140",0.0659248422074597,0.380765641765902,0.708901323806495,0.0292334783519618,1,1,1,45.7882087720809
"141",0.626651292102179,0.319803226072108,0.557794288778678,0.597700495477766,1,1,1,42.054906213397
"142",0.242626686920412,0.331081430742051,0.859084739778191,0.350085093477974,1,1,1,38.6611027546291
"143",0.817149688038044,0.245317295747809,0.820747398462845,0.436018532973248,1,1,1,31.5286684810254
"144",0.850507435795153,0.710775250750594,0.676949902218766,0.835393331317464,1,1,1,87.5374582340489
"145",0.433395996605977,0.590168815860525,0.642308229660848,0.941658452072879,1,1,1,71.941916681675
"146",0.369851104898844,0.957896732218796,0.116200520789716,0.271409468150232,1,1,1,159.840223862649
"147",0.715212211768376,0.0242012564698234,0.350966197040398,0.85672859218088,1,1,1,18.7264215842836
"148",0.162938398477854,0.954585216040723,0.3098077287653,0.184902165388921,1,1,1,145.810668127201
"149",0.76284292010474,0.550610580327921,0.15666815924691,0.910213393992744,1,1,1,81.829773128357
"150",0.951239763299236,0.203366667146329,0.755936206029728,0.722787851358298,1,1,1,28.7487704929636
"151",0.555400880730012,0.225667298968183,0.65459839983494,0.367146288641961,1,1,1,31.7562093657524
"152",0.387924276435515,0.409386463349219,0.388515282884473,0.809667314934777,1,1,1,55.400098635466
"153",0.381331520209787,0.860072794703301,0.6348939133354,0.370743254319532,1,1,1,112.005668764184
"154",0.653625078975456,0.86942875370034,0.74583775039413,0.537696635901229,1,1,1,109.029248692553
"155",0.25547523423098,0.250076762459939,0.890585317790974,0.326107202027924,1,1,1,31.1584512048224
"156",0.00150520362774841,0.263527983814711,0.572930395518197,0.98487524584285,1,1,1,36.2825858397604
"157",0.866516723907553,0.707464079575147,0.263943146682577,0.31983503800584,1,1,1,102.762888299702
"158",0.914581324540777,0.279720025953138,0.108880306546343,0.678563033095561,1,1,1,46.1365940514305
"159",0.0988894732028712,0.79229810134857,0.788350594491931,0.600737747768871,1,1,1,95.6732972341197
"160",0.353525204079924,0.947815238301409,0.173545875039417,0.999791146178031,1,1,1,153.885858924424
"161",0.202299540372333,0.0747082499612588,0.714080943925073,0.453495325573022,1,1,1,19.4934995582881
"162",0.732247124667047,0.79980598924798,0.507263569394127,0.17904116066522,1,1,1,107.453419861235
"163",0.697716244226322,0.986953437916236,0.488567079217173,0.102911372218514,1,1,1,141.399032440671
"164",0.0269246358575765,0.870391567989718,0.332034862975124,0.549811278053094,1,1,1,128.461335250412
"165",0.880011362977093,0.156160905089928,0.300890441249358,0.224385598293738,1,1,1,29.9531335595273
"166",0.147389834236819,0.360520037020324,0.725769621109357,0.753255810068222,1,1,1,43.4847632244334
"167",0.928504304903327,0.460167253512191,0.37330656299484,0.128295855842298,1,1,1,62.0700522569054
"168",0.139148254398024,0.830652976942947,0.184900817270391,0.399500966403866,1,1,1,129.206288497228
"169",0.13022145448369,0.447415111836744,0.93153887067223,0.69571509549045,1,1,1,48.998826051304
"170",0.402860373120056,0.729400733533548,0.206532984749647,0.412985950496513,1,1,1,109.30269538901
"171",0.694756308184005,0.221609456685837,0.805736036397284,0.826291817222955,1,1,1,29.7230593395284
"172",0.0337025758065283,0.912401304062223,0.608105250990484,0.917558015726972,1,1,1,122.148982389681
"173",0.917082065789728,0.403690451919101,0.42333550862968,0.260874455007724,1,1,1,53.885179007385
"174",0.30257974656648,0.587238448640564,0.130157779790461,0.524633267940953,1,1,1,88.6466993218013
"175",0.17542112546158,0.917465960317059,0.972689715394517,0.684988096618326,1,1,1,107.941335795314
"176",0.588064749896294,0.477967412383296,0.618290429622866,0.113206944161793,1,1,1,58.3779004082829
"177",0.848385319208028,0.55611029899912,0.908796017338755,0.491010757725453,1,1,1,61.3189800353405
"178",0.465306507440982,0.602250793756684,0.937691393019632,0.0327225155872293,1,1,1,66.0560887587015
"179",0.122523683209438,0.469246750223683,0.234104731250554,0.444419886297546,1,1,1,67.2193865232648
"180",0.630623848648975,0.583798622072209,0.520280671454966,0.301585201099515,1,1,1,74.4608637374804
"181",0.824843776085181,0.109834195412695,0.775250468412414,0.893689691817854,1,1,1,21.468128412931
"182",0.262673819210613,0.340476443119114,0.407591627506772,0.661589191789972,1,1,1,46.9542675046829
"183",0.740961594661931,0.641432153813075,0.591010370876174,0.480985805075616,1,1,1,80.3486054118236
"184",0.957912937871879,0.175585503174225,0.886198150439886,0.966140638263896,1,1,1,25.3317094275084
"185",0.787385431160219,0.886411715083523,0.56550283302553,0.376309869851684,1,1,1,119.498535639833
"186",0.27410572347464,0.647690703494009,0.474136174658779,0.843474555010907,1,1,1,85.1067651919834
"187",0.485195656234864,0.637161962628597,0.189967420351459,0.20245936135645,1,1,1,94.2224039915116
"188",0.966855210339418,0.568283556932583,0.31776413781452,0.361137924463255,1,1,1,78.6603713422212
"189",0.314309696611017,0.1687570541061,0.162541946854908,0.0139926696429029,1,1,1,33.0890236962223
"190",0.838520593291614,0.521259616755415,0.289008479350014,0.764197545003844,1,1,1,72.859056410702
"191",0.102110998934368,0.329564843371045,0.293699979039375,0.346592012010515,1,1,1,47.9934131552374
"192",0.057515670247376,0.034555924575543,0.948760264702141,0.795061220960924,1,1,1,15.5273609866523
"193",0.190910955017898,0.857872453057207,0.482778328058776,0.446848111252766,1,1,1,118.478424352628
"194",0.989069994474994,0.807196357626235,0.103823334871558,0.238079726399155,1,1,1,129.411519169409
"195",0.491196444467641,0.415243440869963,0.266489822563017,0.465416375175118,1,1,1,59.1030443237357
"196",0.012288455060916,0.900226228092797,0.1360312372318,0.386742791661527,1,1,1,146.23522675887
"197",0.66936947922688,0.470807960546808,0.825882259120699,0.0604355323989876,1,1,1,53.308514200985
"198",0.211333203278482,0.785194202689454,0.813862679104786,0.154672971838154,1,1,1,93.6611119895711
"199",0.111230181929423,0.626908042845316,0.549552747646812,0.877917046444491,1,1,1,79.6433664442739
"200",0.228676401763223,0.212910223158542,0.329242597325938,0.00239308006479405,1,1,1,34.9072839878953
"201",0.447867673286237,0.550768495785305,0.275162136299768,0.0716949201887473,2,1,1,90.8239696736299
"202",0.513400948195485,0.20012975341524,0.877576927416958,0.990625673491741,2,1,1,31.9902612659783
"203",0.502838896423345,0.0249004534282722,0.934640930744354,0.749230865075951,2,1,1,17.6373099969646
"204",0.875418265915941,0.786834691233234,0.363780619120225,0.934995148968883,2,1,1,131.206115904268
"205",0.670368973304285,0.184500278924825,0.608509678596165,0.092348955750931,2,1,1,33.7067291736294
"206",0.417273501557065,0.0310889153031167,0.844359142172616,0.690423475230346,2,1,1,18.6277485967062
"207",0.830061495426344,0.505626091299346,0.514367391318083,0.395766866456252,2,1,1,75.3841762880284
"208",0.777096620301018,0.782379235967528,0.592258252521278,0.323388125442434,2,1,1,118.69775341557
"209",0.18981212775805,0.685315122780157,0.907152972860495,0.999549881524872,2,1,1,90.6199583327835
"210",0.269843280792702,0.707031145633664,0.475213929031743,0.737179151292657,2,1,1,110.266039324423
"211",0.936797280734172,0.981768767911708,0.999708136622794,0.12853153590695,2,1,1,136.766144477857
"212",0.0977917587535922,0.0123764042824041,0.99002925686771,0.545802918359404,2,1,1,16.4939060493691
"213",0.251177763813175,0.280746330346446,0.383979691861896,0.782337589728413,2,1,1,47.9893883902821
"214",0.399079838932958,0.475736324085155,0.958594152926235,0.928527555849869,2,1,1,60.3833137023602
"215",0.614486972466111,0.610969525784021,0.806797708913218,0.440159950597445,2,1,1,82.4077603567444
"216",0.849717464853311,0.378172387975501,0.543933013688074,0.551663011863129,2,1,1,56.8680010957142
"217",0.842942885514349,0.29424980518641,0.546955626357812,0.799461416001432,2,1,1,46.4888751910815
"218",0.54260379608837,0.236191433735657,0.427416442173999,0.473725478907581,2,1,1,41.902152584354
