"","","","","","","Var1","Var2","Var3","train_QQ_Y"
"1",0.863670224137604,0.80152449477464,0.838333285180852,0.567209138581529,0.871277401316911,1,1,1,30.7073714267462
"2",0.23470981339924,0.393250583577901,0.359030956309289,0.319602110097185,0.102323907241225,1,1,1,13.0659346338362
"3",0.0683691755868494,0.75746686947532,0.0757784279994667,0.610746130114421,0.380227781785652,1,1,1,15.1236060317606
"4",0.479602575814351,0.121927240630612,0.77168229133822,0.154139608005062,0.429038031445816,1,1,1,15.2735171578825
"5",0.73546716128476,0.462819856125861,0.447674347367138,0.818511625472456,0.692837652144954,1,1,1,24.6447299025021
"6",0.346646012971178,0.770587027911097,0.232765266299248,0.0971592648420483,0.0196733395569026,2,1,1,13.8411075764182
"7",0.435547666810453,0.870142060192302,0.113292222144082,0.378445219248533,0.644087980268523,2,1,1,17.1848673550797
"8",0.691262688208371,0.471397448005155,0.818795276153833,0.818739026365802,0.433926759893075,2,1,1,26.7562254184025
"9",0.982618762226775,0.214924501022324,0.75568711864762,0.747801282210276,0.999724881118163,2,1,1,25.5058487250596
"10",0.127778113260865,0.138710943190381,0.452612380729988,0.555857834080234,0.385248469095677,2,1,1,12.4777103643668
"11",0.278357560466975,0.193660062178969,0.473323344439268,0.0388298993464559,0.999018045561388,3,1,1,8.02426406539992
"12",0.038340792665258,0.869099962012842,0.386004773946479,0.26383037045598,0.788161713117734,3,1,1,15.2606010132246
"13",0.467428851453587,0.554526980407536,0.160221381532028,0.866995164752007,0.55537422131747,3,1,1,17.2544972827034
"14",0.930980985192582,0.767076601134613,0.63907583435066,0.703812354058027,0.016606499440968,3,1,1,24.4967020695757
"15",0.693195191305131,0.268883256101981,0.930336226662621,0.457068083528429,0.253864348260686,3,1,1,19.0329967165633
"16",0.631858979305252,0.651998194539919,0.959524445049465,0.681879691872746,0.741956954309717,4,1,1,20.5178779784622
"17",0.240467020682991,0.121272649476305,0.208393328636885,0.931284792348743,0.561616224329919,4,1,1,11.5957067855469
"18",0.161230280715972,0.578066696971655,0.0134002585429698,0.156481338245794,0.876625389652327,4,1,1,6.81784379547411
"19",0.417963189724833,0.880027497839183,0.710612922674045,0.458417950803414,0.243840743647888,4,1,1,18.7534062618498
"20",0.867728824727237,0.333639473328367,0.526745739672333,0.299616647139192,0.0646217268891633,4,1,1,10.449835300185
"21",0.226422095345333,0.901236296119168,0.813456084160134,0.038908720202744,0.214851095341146,5,1,1,15.4277875611304
"22",0.144005706580356,0.419313929509372,0.189506114879623,0.234826085530221,0.530581705505028,5,1,1,7.10035345407869
"23",0.423279842315242,0.618818242102861,0.665128411306068,0.780911157093942,0.0817414757795632,5,1,1,16.7337893345098
"24",0.913870055461302,0.254607647797093,0.437703033955768,0.414293786557391,0.864461908908561,5,1,1,3.98902716233202
"25",0.713109431043267,0.138358202762902,0.207817893987522,0.922587327240035,0.757698446465656,5,1,1,6.46436101039112
"26",0.248926460836083,0.649044722365215,0.239986658794805,0.549054798623547,0.331521715922281,6,1,1,12.0717779608086
"27",0.861316682258621,0.949751878343523,0.905721088219434,0.143390798661858,0.895253541646525,6,1,1,12.2542659204549
"28",0.0696205019019544,0.555739367939532,0.734281041007489,0.849001986486837,0.132209862349555,6,1,1,20.7373723605316
"29",0.440261328406632,0.166692848037928,0.510853066574782,0.765663027949631,0.400559070939198,6,1,1,10.4045241019619
"30",0.767860992858186,0.269844307284802,0.162086790893227,0.257479503005743,0.618648883281276,6,1,1,2.64583598501345
"31",0.657491681165993,0.101120250532404,0.796004845481366,0.593797620106489,0.602368755824864,7,1,1,12.9417022571817
"32",0.946223841886967,0.220595951750875,0.855892077786848,0.19323277939111,0.201156235346571,7,1,1,11.4284311680727
"33",0.385474547557533,0.752155993739143,0.527604611171409,0.247922496404499,0.874364011688158,7,1,1,13.76053535502
"34",0.010011223424226,0.416283008176833,0.272221874073148,0.837238354375586,0.161272548232228,7,1,1,15.2076233918165
"35",0.531784268748015,0.805086114490405,0.0292354051023722,0.745737386588007,0.461104957433417,7,1,1,13.9252654749809
"36",0.530704999295995,0.800870274333283,0.657975763082504,0.647335602482781,0.688854105491191,8,1,1,22.5961130764118
"37",0.0159611518494785,0.0788110512308776,0.414454375160858,0.956560504063964,0.854036558838561,8,1,1,14.5268259932522
"38",0.333424696419388,0.389978501573205,0.139371569920331,0.0653792368713766,0.12141161672771,8,1,1,7.30577139171288
"39",0.783027526782826,0.437817250704393,0.281640683952719,0.386646452872083,0.246999804256484,8,1,1,14.6198356135092
"40",0.918689394416287,0.646339927008376,0.812585612479597,0.516349917650223,0.494062453787774,8,1,1,23.1860512839413
"41",0.663058562576771,0.791916075488552,0.572494458639994,0.587264124397188,0.807569701829925,9,1,1,24.9626079028373
"42",0.472441313415766,0.180844585364684,0.147995964391157,0.982383450074121,0.178550310432911,9,1,1,17.0047112963081
"43",0.0590886717196554,0.966537351813167,0.784391220845282,0.212323412671685,0.571301751583815,9,1,1,20.0887562057068
"44",0.39180112038739,0.575450898800045,0.333668577112258,0.665963137289509,0.357957057235762,9,1,1,18.9205568650081
"45",0.836187430704012,0.266329426830634,0.829239129787311,0.0531021957285702,0.665150804165751,9,1,1,18.6821612488843
"46",0.80986687336117,0.0656588984653354,0.956828797794879,0.595457482244819,0.823607468232513,10,1,1,24.278120518662
"47",0.320255325874314,0.660643482906744,0.312962795700878,0.329257652396336,0.436018317937851,10,1,1,16.2311925687827
"48",0.00759902913123369,0.960552511783317,0.617972497455776,0.641239309776574,0.166065634833649,10,1,1,22.273633481469
"49",0.708904494065791,0.241597182815894,0.547435581497848,0.00675484603270888,0.33151344251819,10,1,1,15.0469210441224
"50",0.53327233879827,0.565811383863911,0.0561621034983546,0.955025465786457,0.687316175876185,10,1,1,21.1027129194699
"51",0.314924408495426,0.687018088856712,0.926981668965891,0.161702306801453,0.832444172957912,1,2,1,19.6477026547099
"52",0.19264774969779,0.440390254789963,0.112963753612712,0.538466777885333,0.40462291771546,1,2,1,12.0702199735037
"53",0.60446439133957,0.874134236294776,0.683625775109977,0.84335883804597,0.766847994970158,1,2,1,28.2437287606054
"54",0.593974447296932,0.141643847711384,0.312143866531551,0.760778938606381,0.170378509908915,1,2,1,17.0338387210515
"55",0.942982791690156,0.319336830172688,0.586819110810757,0.377424569474533,0.31605514427647,1,2,1,20.94767373573
"56",0.707210115576163,0.383836249588057,0.735997256450355,0.290772629808634,0.64775707218796,2,2,1,17.2441963907897
"57",0.0250616560690105,0.816850672895089,0.389871450280771,0.76129698404111,0.461906564794481,2,2,1,18.6416713036483
"58",0.465019643120468,0.782277142023668,0.0952580258715898,0.433764231437817,0.0644820475950837,2,2,1,15.443054964864
"59",0.990198205737397,0.463383288588375,0.431041575409472,0.175232194550335,0.372040420304984,2,2,1,17.0431323346951
"60",0.346237690234557,0.0922453413251787,0.965936531778425,0.855850967485458,0.955961780063808,2,2,1,19.9318009073654
"61",0.64284840086475,0.111417168425396,0.830139260506257,0.794509993353859,0.234014194598421,3,2,1,15.2412401449644
"62",0.826831019995734,0.433953784499317,0.788905267370865,0.885178114101291,0.698301659571007,3,2,1,18.7828983111603
"63",0.185003657219931,0.368752809707075,0.266402992233634,0.170808947086334,0.111059016734362,3,2,1,7.42411206418837
"64",0.244143953034654,0.870406192867085,0.0527745178434998,0.204675201093778,0.445685394247994,3,2,1,11.125467145116
"65",0.576743153715506,0.705411504907534,0.596101643098518,0.574747889162973,0.998001127876341,3,2,1,17.1246635312105
"66",0.500657692132518,0.526543843979016,0.88301983200945,0.332872913451865,0.0290357366669923,4,2,1,12.5677777179284
"67",0.378760876785964,0.603101591952145,0.490470641152933,0.401054312195629,0.376776639465243,4,2,1,11.2371239022559
"68",0.0220614484045655,0.870242686802521,0.17959158141166,0.827751389145851,0.655438201129437,4,2,1,17.4775945853131
"69",0.896746577462181,0.0247989864088595,0.356471226224676,0.673211003886536,0.597061511455104,4,2,1,3.82807790627923
"70",0.637604937562719,0.377540533849969,0.607311535440385,0.0653046778403223,0.853106902772561,4,2,1,5.86367348741383
"71",0.150877985730767,0.81430089767091,0.949985707504675,0.510936222784221,0.117662199726328,5,2,1,19.9940107318793
"72",0.576569103030488,0.362561660679057,0.564253665972501,0.389371997583657,0.211395299853757,5,2,1,6.90497653531835
"73",0.725125537347049,0.428244507219642,0.0419101240113378,0.828303390322253,0.434527040785179,5,2,1,5.17591216727951
"74",0.270790284639224,0.697498930990696,0.689201233210042,0.772607300756499,0.846630431013182,5,2,1,17.7762092146662
"75",0.830652300966904,0.0541440959554166,0.263929783599451,0.164339272957295,0.734792669024319,5,2,1,3.98438106650373
"76",0.0948543118778616,0.357657873118296,0.988313557673246,0.506380793778226,0.838079622155055,6,2,1,17.2757888125057
"77",0.297022234415635,0.998109740205109,0.0619514421094209,0.877986832754686,0.0389600802212954,6,2,1,16.0278804302839
"78",0.990931831439957,0.467201630305499,0.291568509908393,0.632244645198807,0.319590011704713,6,2,1,9.64048194679692
"79",0.637410712009296,0.768728178739548,0.748248212039471,0.270091791031882,0.591521970788017,6,2,1,12.89814145469
"80",0.434303839644417,0.121988434204832,0.562447743909434,0.116243216814473,0.635254640923813,6,2,1,6.29793463515261
"81",0.226014016708359,0.675029619317502,0.214440574822947,0.181685176212341,0.343509009107947,7,2,1,9.75635993917972
