"","","","","Var1","Var2","Var3","train_QQ_Y"
"1",0.458946089405799,0.761742327146931,0.845794622545363,1,1,1,568.232551349897
"2",0.399932595758,0.415794827706413,0.538917145539308,1,1,1,520.635551743046
"3",0.537580661949469,0.779908907436766,0.968402653440135,1,1,1,588.676680780707
"4",0.899661685132887,0.898003521125065,0.23100926025887,1,1,1,529.590399074883
"5",0.431901324874489,0.106790534068132,0.677642612202326,1,1,1,504.296813367157
"6",0.936351926799398,0.542240333788795,0.107703269664198,1,1,1,518.934451285502
"7",0.0297056037082803,0.679295279395301,0.61523469305248,1,1,1,471.761606508227
"8",0.881376709220931,0.014615557177458,0.463695776514942,1,1,1,512.345295697693
"9",0.237330746669322,0.739141525630839,0.222066847623792,1,1,1,449.660139626853
"10",0.840770720028086,0.866125882259803,0.377684896811843,1,1,1,550.520556584205
"11",0.407862147209235,0.201373091335408,0.797921620146371,1,1,1,528.699057710613
"12",0.00222684272448532,0.528557403244777,0.566203053388745,1,1,1,459.273087598504
"13",0.887755452077836,0.462844255134696,0.413132616537623,1,1,1,563.959205770758
"14",0.754457967377966,0.0776435912970919,0.778664288808359,1,1,1,550.949997560576
"15",0.439997023304459,0.31918562803301,0.112090587803395,1,1,1,448.919282927478
"16",0.0809542940161191,0.357766036236426,0.864025409184396,1,1,1,497.117482366244
"17",0.550612371525494,0.225848723662784,0.469561790862354,1,1,1,512.705833714039
"18",0.290168641145574,0.467087671505287,0.0841292235080618,1,1,1,431.586230884741
"19",0.924347185411025,0.0642945810756646,0.437284539574757,1,1,1,521.571394901303
"20",0.347422326664673,0.322699564634822,0.187358403453836,1,1,1,448.878544323626
"21",0.0603722072474193,0.985027458221884,0.533862779554911,1,1,1,452.535214963902
"22",0.204216130025452,0.0842292582907248,0.477196765826084,1,1,1,437.161145351046
"23",0.979706013208488,0.612444036816014,0.875889960938366,1,1,1,630.653027738421
"24",0.582295257645892,0.633617300573969,0.331467746624257,1,1,1,522.457465048243
"25",0.996311252210289,0.949895129703218,0.00115408468642272,1,1,1,490.707112707944
"26",0.932489606314339,0.406861410326092,0.0884643077349756,1,1,1,508.351721068238
"27",0.0474612618610263,0.14202450619312,0.0480875531793572,1,1,1,344.912347922008
"28",0.479560353277484,0.547561511216918,0.0673554407386109,1,1,1,460.728512894267
"29",0.6345365304593,0.803248092345893,0.562089835975785,1,1,1,558.27541014731
"30",0.50865101498086,0.240521823921008,0.206545864179498,1,1,1,466.649204608476
"31",0.611502362311585,0.627843620603671,0.288775280341506,1,1,1,519.140447790891
"32",0.984731812055688,0.977850246715825,0.474812253089622,1,1,1,569.985967716756
"33",0.60368242243072,0.0592985392385162,0.815836673552403,1,1,1,533.881739635979
"34",0.210931017679395,0.0393068642262369,0.246125601583626,1,1,1,393.476459270206
"35",0.657979901294457,0.925853432849981,0.158475265552988,1,1,1,490.526327242233
"36",0.276015782995382,0.284181901456322,0.162520234201802,1,1,1,428.363362521708
"37",0.545095094959252,0.656697342407424,0.170632658151444,1,1,1,489.746329770071
"38",0.48459929124685,0.373734923036536,0.52326084880624,1,1,1,527.735155635292
"39",0.298771480099531,0.481255245379871,0.179493222276215,1,1,1,451.447213320097
"40",0.769140114964684,0.757829515386839,0.61337850555894,1,1,1,581.778182184709
"41",0.757832053243183,0.0944838198518846,0.00560322227072902,1,1,1,436.166992993913
"42",0.67420403386699,0.878917826940306,0.881931235758821,1,1,1,593.834942955988
"43",0.174438584012678,0.858213832294568,0.579579140263377,1,1,1,487.759054963814
"44",0.369816819881089,0.288767660962185,0.67400019100518,1,1,1,521.026124489776
"45",0.245740300531033,0.376528076091781,0.0421200160286389,1,1,1,409.756029001533
"46",0.653417024110677,0.907261433418607,0.0794360277091619,1,1,1,476.321454056223
"47",0.499879826910328,0.434547430468956,0.529273208727827,1,1,1,535.228820810739
"48",0.12994506695657,0.830412014895119,0.953440660168417,1,1,1,519.445565627822
"49",0.749812926622108,0.599313747675624,0.137354435966117,1,1,1,508.234473347404
"50",0.141228859408293,0.667626431393437,0.743208027867368,1,1,1,507.967978136249
