"","","","","Var1","Var2","Var3","train_QQ_Y"
"1",0.437370903083356,0.0291179649019614,0.706470408109017,1,1,1,494.043550280681
"2",0.350925133517012,0.732727318049874,0.603326966327149,1,1,1,526.440458888801
"3",0.687183108348399,0.87200587048661,0.78571402061847,1,1,1,586.758816054205
"4",0.561338631932158,0.414185135900043,0.43227536541759,1,1,1,528.388733113103
"5",0.271553456869442,0.0909311218210496,0.227864027096657,1,1,1,410.368803777851
"6",0.228539560718928,0.387457380052656,0.945689829076873,1,1,1,533.512650482069
"7",0.659271220978117,0.981191496113315,0.754093275021296,1,1,1,573.525091985741
"8",0.476284709370229,0.56257279057405,0.0943706675013527,1,1,1,465.748507684835
"9",0.887676793511491,0.0819833432557061,0.170785721985158,1,1,1,477.723554800881
"10",0.725620650866767,0.967898939878214,0.403343063442735,1,1,1,536.690143290963
"11",0.914843236722518,0.0371323395310901,0.0895279524649959,1,1,1,456.49753271719
"12",0.11503860092489,0.739767405047314,0.452101215561852,1,1,1,464.593222904643
"13",0.692558565095533,0.366028293288546,0.199490483946865,1,1,1,502.468872366287
"14",0.604072437757859,0.289714051841293,0.123795370806474,1,1,1,470.297820647867
"15",0.0708103995013516,0.863286069653695,0.503694701016648,1,1,1,457.922797389173
"16",0.0545690407289658,0.141669598071603,0.270896239388967,1,1,1,386.940608060071
"17",0.800680179605261,0.401058895159513,0.742742862023879,1,1,1,594.526279954046
"18",0.206561482043471,0.574915166497231,0.807509714554763,1,1,1,526.364104565433
"19",0.213180621227948,0.0663583195232786,0.464235089432914,1,1,1,433.618838706098
"20",0.940948500827653,0.785545841450803,0.64618405991816,1,1,1,600.158992267858
"21",0.97562818643637,0.759400943272049,0.588858902516076,1,1,1,596.748620291822
"22",0.334426211586688,0.423481739495182,0.157457068070071,1,1,1,450.001682469471
"23",0.165711002611788,0.589232806884684,0.607250995155191,1,1,1,496.960758886827
"24",0.121545629353495,0.329438717780868,0.125159554404672,1,1,1,398.902449865562
"25",0.406871784856776,0.850489230257226,0.61145624787081,1,1,1,531.035856791483
"26",0.833338292612461,0.59386342282407,0.5842730134062,1,1,1,586.987124357406
"27",0.0103416460705921,0.175649993300904,0.978029778937344,1,1,1,470.061320826638
"28",0.237024322022917,0.430532988961786,0.103035919339163,1,1,1,423.998815388888
"29",0.538835715187015,0.168877244528849,0.861045433318941,1,1,1,548.48838896803
"30",0.855703478414798,0.806299331269693,0.396455546544166,1,1,1,557.892049757664
"31",0.474187874542549,0.293980361925205,0.211366563725751,1,1,1,469.253906336175
"32",0.18515419162577,0.0952342591795605,0.390499791818438,1,1,1,422.833367899065
"33",0.256023529346567,0.763192154135322,0.657802163115703,1,1,1,516.305659314789
"34",0.0623490885272622,0.821128792986274,0.731451520023402,1,1,1,486.662221735646
"35",0.85330020289286,0.898861054019071,0.621193104027771,1,1,1,583.796895700021
"36",0.442045033596223,0.435090544865234,0.768550304780947,1,1,1,555.471332778603
"37",0.990868108868599,0.955350170597667,0.836712176315486,1,1,1,614.648225174762
"38",0.280696093075676,0.199743301350391,0.699094656541711,1,1,1,497.673184806513
"39",0.365221797417616,0.407551844191039,0.702238266019849,1,1,1,534.767558762186
"40",0.93219593590009,0.265414809503127,0.426921511548571,1,1,1,552.151722222691
"41",0.136900629913434,0.451163902980043,0.924655083784601,1,1,1,519.730149290792
"42",0.540198327380931,0.34803279005806,0.149616134274984,1,1,1,472.931538837394
"43",0.0580316595698241,0.317204550768947,0.773020808203146,1,1,1,480.021591819302
"44",0.130703324151691,0.766554484079825,0.576817514009308,1,1,1,483.745856707569
"45",0.55354198509478,0.606540856985375,0.0848913787002675,1,1,1,475.071880980947
"46",0.56942566149286,0.954230367395794,0.665570888594957,1,1,1,554.323068331818
"47",0.0441757669835351,0.355040261854883,0.800932716258103,1,1,1,483.859502611039
"48",0.198500741519965,0.447183746303199,0.269090457741404,1,1,1,448.082086649858
"49",0.878072820025263,0.919543547006324,0.0143941142014228,1,1,1,485.960380421275
"50",0.613845731182955,0.99810539986589,0.853362882947549,1,1,1,576.59951945936
"51",0.110743464070838,0.93197451215121,0.352827823819825,1,1,1,438.885708626028
"52",0.15642672673217,0.581764613934793,0.826886873730691,1,1,1,519.264828102014
"53",0.681331184973242,0.617520409296267,0.996909128171392,1,1,1,612.247611960863
"54",0.0256289793888573,0.212423291109735,0.0684399478125852,1,1,1,355.38187702224
"55",0.751340993482154,0.34260195733048,0.757433712144848,1,1,1,586.03258486776
"56",0.901121860373532,0.881560126327677,0.928767857410712,1,1,1,620.191870001613
"57",0.582847503242083,0.553597436826676,0.474544143185485,1,1,1,543.721833449529
"58",0.981852009971626,0.217703684761655,0.74898210445419,1,1,1,590.699411452657
"59",0.384532199477544,0.0411084709595889,0.365546246687882,1,1,1,442.400249001605
"60",0.176303592154291,0.547389118850697,0.177886286211433,1,1,1,432.195489496756
"61",0.860313457075972,0.64737924820045,0.494033816478914,1,1,1,577.299105592265
"62",0.000755919403163716,0.00708450549747795,0.762256687581539,1,1,1,419.172149283296
"63",0.731100769670447,0.247912943746196,0.00826594355865382,1,1,1,457.652293638495
"64",0.917629106410313,0.669101629760116,0.283085261430824,1,1,1,549.337031779568
"65",0.791679568736581,0.0617783392884303,0.593251474995632,1,1,1,530.673954904605
"66",0.795915851109894,0.456042723287828,0.0298055510804988,1,1,1,488.006859913223
"67",0.0986779349425342,0.86780062971171,0.819006395195611,1,1,1,500.022083265072
"68",0.788221152502811,0.0181055894889869,0.986990277646109,1,1,1,561.086925066183
"69",0.0247531402588356,0.962310427232878,0.119651235719211,1,1,1,379.867275014198
"70",0.557089746713173,0.828051727068378,0.184476415792014,1,1,1,488.237559908263
"71",0.29221020243247,0.122737500800285,0.918462919298327,1,1,1,508.616752249644
"72",0.034700560393976,0.495267565243412,0.687818885815796,1,1,1,479.394891229794
"73",0.305254061205778,0.577015500483103,0.90188279180089,1,1,1,551.822769245021
"74",0.995220024882583,0.258693258914864,0.628667719281511,1,1,1,583.461165340995
"75",0.828033087103395,0.394825443328591,0.488811395051889,1,1,1,565.232924409506
"76",0.487389244039077,0.935710646328516,0.0367706327443011,1,1,1,444.671435564461
"77",0.989970992913004,0.14818692643079,0.358251896012807,1,1,1,529.051117012293
"78",0.426001036566449,0.461440316534135,0.0153046496177558,1,1,1,439.414714881061
"79",0.453495280925417,0.22798413564451,0.716135359851178,1,1,1,530.762851748363
"80",0.736134832577081,0.664523019675398,0.672466049561044,1,1,1,587.821733808683
"81",0.839151431161445,0.306425003982149,0.322853277390823,1,1,1,532.689278809467
"82",0.496556306849234,0.381834650883684,0.934412904297933,1,1,1,574.481656954489
"83",0.491140545743983,0.231679051845567,0.189635761410464,1,1,1,459.996434539509
"84",0.046831170222722,0.838219248694368,0.722432700542267,1,1,1,481.798338533884
"85",0.222892332979245,0.778452609080123,0.311417820353527,1,1,1,460.871496390723
"86",0.970453761178069,0.110067987655057,0.955974872669904,1,1,1,591.653012150168
"87",0.86780364020844,0.489988576334435,0.728571855128976,1,1,1,604.533578759492
"88",0.959908908861689,0.0530055042984895,0.651752097468125,1,1,1,550.90056902146
"89",0.0840917065809481,0.351007593973773,0.536522953057429,1,1,1,460.422185855104
"90",0.0398190263391007,0.815243790242821,0.435286296876147,1,1,1,444.572616062716
"91",0.14384831132018,0.398449351738673,0.515638038248289,1,1,1,472.84609843918
"92",0.96359760762658,0.221077799301129,0.161582752441755,1,1,1,504.544905820591
"93",0.390335908815032,0.539654915394494,0.568933802788379,1,1,1,529.055673007664
"94",0.546087203213247,0.812300839894451,0.881612584814429,1,1,1,581.388930001388
"95",0.170706114087952,0.658962897374295,0.84126099606161,1,1,1,523.193249074139
"96",0.269045440260088,0.201160392838065,0.258740463681752,1,1,1,433.237360784074
"97",0.415612913236255,0.190607110741548,0.110109790524002,1,1,1,428.476638237325
"98",0.14766486253473,0.170668573126895,0.524188492118847,1,1,1,448.052358145692
"99",0.622832950105658,0.283174085222417,0.598024881799938,1,1,1,546.64935041467
"100",0.638785970143508,0.622914659896633,0.468912378886016,1,1,1,550.567787493081
"101",0.673873412680114,0.0872247894655447,0.526650541848503,1,1,1,513.908434564387
"102",0.107600587996421,0.714369749021716,0.33796547038015,1,1,1,446.400586604454
"103",0.37578200522461,0.332675922074122,0.0744978723779786,1,1,1,433.38650288096
"104",0.461289859826211,0.970451533641899,0.421570106509607,1,1,1,505.743376519592
"105",0.707620159394573,0.723847215392161,0.285343099833699,1,1,1,528.313175090426
"106",0.129314186773263,0.914538639977109,0.799459922959795,1,1,1,501.124501158325
"107",0.154275849199621,0.650234352545813,0.344248159372946,1,1,1,457.266550936534
"108",0.712932460935554,0.902443260969594,0.0458660193020478,1,1,1,476.927025988971
"109",0.286843556899112,0.691458113087574,0.562308421472553,1,1,1,511.768052423856
