"","","","","Var1","Var2","Var3","train_QQ_Y"
"1",0.287308351106476,0.641059801587835,0.335143029855099,1,1,1,479.236397824801
"2",0.768000346204499,0.772911940237973,0.238863010496134,1,1,1,525.111950167352
"3",0.322845779024065,0.610673300947528,0.172954343667952,1,1,1,457.344109653498
"4",0.538754857898457,0.101385910243262,0.0335647512262221,1,1,1,416.790700134456
"5",0.798548102985369,0.729645585363032,0.353946317652008,1,1,1,548.864677406355
"6",0.270696390825324,0.251558780515334,0.843632239602739,1,1,1,517.865697385662
"7",0.825502277262276,0.0718855818314478,0.249823498275364,1,1,1,484.271787004044
"8",0.902431172312936,0.338191569874762,0.673203278655419,1,1,1,590.568803593185
"9",0.596229723356664,0.286470026968746,0.233222952963551,1,1,1,488.695981098367
"10",0.533637108267285,0.175587751225103,0.95896606628201,1,1,1,556.900064441736
"11",0.242942077761982,0.164919586747419,0.845133837739704,1,1,1,500.814459245999
"12",0.203678531228798,0.120171024000738,0.678761214109836,1,1,1,469.395496818386
"13",0.358481452597771,0.587562170132296,0.0221225154562853,1,1,1,434.315871665526
"14",0.387399001107551,0.109341657597106,0.0501821985456627,1,1,1,399.524374675791
"15",0.237924332498806,0.806342236656928,0.997549709553132,1,1,1,543.293107400111
"16",0.605539060129086,0.736450684642186,0.543390919733792,1,1,1,554.864294001673
"17",0.264566887638066,0.537897069911705,0.66425061305752,1,1,1,520.369733634881
"18",0.719148757969961,0.937951336051337,0.39113724354771,1,1,1,536.028644014284
"19",0.120019689176697,0.371981371195288,0.619880462553119,1,1,1,479.869380805274
"20",0.015367348685395,0.346097989269765,0.141371244866168,1,1,1,383.077122965432
"21",0.697858870022464,0.00420878286124207,0.832546826072503,1,1,1,536.024577860434
"22",0.337445640193764,0.99753126407275,0.571131015244173,1,1,1,505.988949266161
"23",0.760491309389472,0.973196277701063,0.498410189118003,1,1,1,553.962263045725
"24",0.0550308081810363,0.0877406156575307,0.29981185448356,1,1,1,382.598747149718
"25",0.633441409466323,0.955405543799279,0.883526598861208,1,1,1,584.434391163411
"26",0.108589026627596,0.600986106233904,0.822410038018134,1,1,1,510.118492723288
"27",0.280166913205758,0.65094566624728,0.118974402309395,1,1,1,440.176007682838
"28",0.643320194077678,0.900754152196459,0.792353994488949,1,1,1,580.600851455325
"29",0.520116747848224,0.510794416704448,0.267017701892182,1,1,1,501.61560059234
"30",0.192130264327861,0.387597187001957,0.719231525188079,1,1,1,505.940235234921
"31",0.909982852651738,0.720597885543248,0.733739695885452,1,1,1,609.941501746571
"32",0.366698982592206,0.470204516707454,0.323623628633795,1,1,1,486.681711386603
"33",0.720941645272542,0.0452756776590832,0.42241973250173,1,1,1,496.508703911578
"34",0.867693279942032,0.523801241262117,0.110428225472569,1,1,1,513.190664099651
"35",0.364188835811801,0.213742275002878,0.56223504833295,1,1,1,496.645290520387
"36",0.838169788970845,0.767238116369117,0.937741234729765,1,1,1,621.029724688163
"37",0.77563560682931,0.493101269950857,0.58231236458756,1,1,1,578.61898640263
"38",0.348694951502839,0.961849653677782,0.819062039481942,1,1,1,538.056504270522
"39",0.830904322969727,0.794342539199861,0.921017802279675,1,1,1,617.883181953099
"40",0.437838875013404,0.593225832564058,0.0176636557676829,1,1,1,445.65754483101
"41",0.42630309761269,0.63399263149593,0.535302641952876,1,1,1,531.048286234523
"42",0.954892830359749,0.259628431942547,0.514229497268098,1,1,1,565.743670840288
"43",0.275179875087924,0.0557900175522082,0.683219052138738,1,1,1,470.757527707602
"44",0.672099011116661,0.203089621040272,0.643268630284583,1,1,1,547.545229901773
"45",0.661570144239813,0.967219848220702,0.708351790438173,1,1,1,569.776483800884
"46",0.245563441853737,0.953271826117998,0.982654093351448,1,1,1,535.152680843232
"47",0.975627356853802,0.757067414291669,0.227429878701223,1,1,1,541.966055393932
"48",0.473350963944104,0.993741169318091,0.940465857763775,1,1,1,565.420287083114
"49",0.12578832032159,0.307620569876162,0.70064890120877,1,1,1,484.155118482141
"50",0.422748142060591,0.834070550460601,0.319218228838872,1,1,1,492.125322988482
"51",0.743545074721333,0.921190740838647,0.0423169733444229,1,1,1,478.3926709965
"52",0.86368452987168,0.79565563790733,0.697061982563464,1,1,1,599.167195993408
"53",0.482742166568059,0.696415606951341,0.578258946517017,1,1,1,544.114630415853
"54",0.406739677966107,0.21531384993461,0.620141959988978,1,1,1,510.836617477046
