"","","","","Var1","Var2","Var3","train_QQ_Y"
"1",0.977876008807216,0.454388584973058,0.703694368189899,1,1,1,608.909625959334
"2",0.825108038246399,0.412603710576659,0.946408888753504,1,1,1,616.387231695323
"3",0.898267966934945,0.458064672916662,0.248502492754487,1,1,1,537.918898240272
"4",0.17049132350483,0.0987111259088851,0.660582324911375,1,1,1,457.59152228906
"5",0.764332276392961,0.674984403474955,0.739598230299307,1,1,1,598.091845083544
"6",0.909254748228705,0.812546161374776,0.794508695992408,1,1,1,612.578667621161
"7",0.965669627559837,0.583840142643312,0.30613721231115,1,1,1,557.098460149858
"8",0.0681014083011541,0.314080891316989,0.534618652779609,1,1,1,453.384112926165
"9",0.957685026553227,0.848548072116682,0.595092756442027,1,1,1,592.084070275717
"10",0.577848649231019,0.399676816295832,0.175399066624232,1,1,1,487.00860506687
"11",0.497741705529625,0.183365211680066,0.891695016501471,1,1,1,547.746635448122
"12",0.207195992217166,0.226379166856641,0.0863458791095763,1,1,1,394.832231224061
"13",0.787338673729682,0.635789584843442,0.866068480549147,1,1,1,613.180064873433
"14",0.0581106137146708,0.0564354094699956,0.18567560995114,1,1,1,357.705163124845
"15",0.413469611956971,0.0211265446117613,0.0323810819140635,1,1,1,383.70174769278
"16",0.813692772239447,0.663056859001517,0.870816279030405,1,1,1,615.932107905816
"17",0.726342531832634,0.85853495962685,0.0608524497738108,1,1,1,483.855795567529
"18",0.954614922261098,0.58973247330985,0.0234718611673452,1,1,1,504.890129130146
"19",0.0723991708224639,0.245708123152144,0.465955098379636,1,1,1,436.465263722952
"20",0.0486435444524977,0.306151026070584,0.753858704245649,1,1,1,475.026232333285
"21",0.473679929012433,0.711319303608034,0.42978555039037,1,1,1,521.789240158126
"22",0.937802565330639,0.286650412034942,0.816079580776859,1,1,1,602.994310419477
"23",0.27752694164752,0.0346140409144573,0.149392763342476,1,1,1,386.830865776822
"24",0.245514959337888,0.041505596532952,0.128595010472927,1,1,1,378.835721705826
"25",0.553925224199193,0.194589878796833,0.0181385874981061,1,1,1,430.904819766989
"26",0.096452579459874,0.124090964907082,0.960182478934294,1,1,1,477.13580984021
"27",0.700905638530385,0.101738290176727,0.260782951454166,1,1,1,478.667868837496
"28",0.314635460980935,0.284298312914325,0.902907020513667,1,1,1,534.43154113157
"29",0.771314179834444,0.913340526443208,0.0735845073719975,1,1,1,487.831323136703
"30",0.600312732227612,0.629687552781543,0.562218902609311,1,1,1,558.654769455634
"31",0.239808773873374,0.516612443623599,0.93144056520192,1,1,1,541.72031904165
"32",0.154820258506807,0.608115746559342,0.0533578194747679,1,1,1,405.711388601059
"33",0.656007990442449,0.90554221499362,0.683659451191779,1,1,1,570.225372824345
"34",0.586046723206528,0.594754108675988,0.882919749071589,1,1,1,591.670073895752
"35",0.643025018888293,0.816544973856071,0.983920968974708,1,1,1,601.584031276656
"36",0.723481972126756,0.339709965164075,0.820710328696296,1,1,1,589.070994600577
"37",0.535934565006755,0.65904614223633,0.61498922745348,1,1,1,556.76944846788
"38",0.50565413648379,0.012364026583964,0.49488267695182,1,1,1,473.92999677705
"39",0.654760093837977,0.468479701804463,0.842686537721893,1,1,1,592.897819591548
"40",0.861710810409859,0.773698274450144,0.786977588607697,1,1,1,609.473073671962
"41",0.490737515266519,0.377048309143866,0.473042424229207,1,1,1,521.851119690432
"42",0.317016646040138,0.879113641440636,0.995631639374187,1,1,1,552.661842974441
"43",0.833775873957202,0.545875955272932,0.756706502839224,1,1,1,606.30205629723
"44",0.0053880577115342,0.851954417149536,0.50409897338599,1,1,1,445.77494577382
"45",0.661630809407216,0.723790173511952,0.5585768635571,1,1,1,564.078860543048
"46",0.617301284356508,0.251732508239802,0.256807217240566,1,1,1,491.133711686473
"47",0.766927764737047,0.742188488630345,0.123133360340726,1,1,1,505.270831001453
"48",0.17902303927578,0.762730165966786,0.159573051843327,1,1,1,427.29247140517
"49",0.893519529622281,0.669458075842122,0.539689153940417,1,1,1,586.211979812905
"50",0.19814034313662,0.719780940464698,0.567757691203151,1,1,1,496.437433308822
"51",0.996013659040909,0.676067451612325,0.254343116232194,1,1,1,550.293714551024
"52",0.18405311705661,0.260735777677037,0.943923876334447,1,1,1,512.381041509294
"53",0.0357050471880939,0.540239950020332,0.438173455145443,1,1,1,448.370110088171
"54",0.839979281829437,0.440791314659873,0.705053700624267,1,1,1,596.876582867505
"55",0.354227858834201,0.891997505140025,0.37072035470861,1,1,1,486.551405971213
"56",0.292988793115364,0.425466564426897,0.659033626684686,1,1,1,519.335934360282
"57",0.569744466872653,0.111409671314759,0.0429508928174619,1,1,1,424.483710294349
"58",0.903170779682696,0.865336379257496,0.411827654670924,1,1,1,561.294889092634
"59",0.709845165212173,0.384888244753238,0.637098453480285,1,1,1,571.799350336158
"60",0.134482457580743,0.0720034311944619,0.99179678742541,1,1,1,477.386793744226
"61",0.964014644913841,0.481651889376808,0.184493436175399,1,1,1,533.05808788584
"62",0.13560332497349,0.843561560024973,0.285041943144752,1,1,1,437.627405463824
"63",0.435357346277451,0.620312845985172,0.0130254283372778,1,1,1,444.475635606371
"64",0.737800502072787,0.00180784479016438,0.0262312695547007,1,1,1,420.614031443027
"65",0.571084795709467,0.372432652338175,0.00422405568300746,1,1,1,451.314217146504
"66",0.444246448426275,0.745132541855564,0.00771035590791143,1,1,1,442.477557810079
"67",0.358896237813169,0.175068817903521,0.325310236874502,1,1,1,455.188864814357
"68",0.429458427916979,0.96715131915058,0.390362845298369,1,1,1,496.517012160606
"69",0.0206969626294449,0.76635319212568,0.353701430199435,1,1,1,430.400185864329
"70",0.128033106472576,0.897918568564346,0.769676090074936,1,1,1,498.914313923916
"71",0.189034410486929,0.196409492455423,0.284799684135942,1,1,1,422.981852544306
"72",0.476422064242652,0.809677469081944,0.687071945569478,1,1,1,552.398014732064
